"probeID" "Entrez"
"217399_s_at" "217399_s_at" NA
"217400_at" "217400_at" "PCNA"
"217401_at" "217401_at" NA
"217402_at" "217402_at" NA
"217403_s_at" "217403_s_at" "ZNF227"
"217404_s_at" "217404_s_at" "COL2A1"
"217405_x_at" "217405_x_at" "GPLD1"
"217406_at" "217406_at" NA
"217407_x_at" "217407_x_at" "PPIL2"
"217408_at" "217408_at" "MRPS18B"
"217409_at" "217409_at" NA
"217410_at" "217410_at" "AGRN"
"217411_s_at" "217411_s_at" "RREB1"
"217412_at" "217412_at" "TRA@"
"217413_s_at" "217413_s_at" "TNXB"
"217414_x_at" "217414_x_at" NA
"217415_at" "217415_at" "POLR2A"
"217416_x_at" "217416_x_at" NA
"217417_at" "217417_at" "MYO5A"
"217418_x_at" "217418_x_at" "MS4A1"
"217419_x_at" "217419_x_at" "AGRN"
"217420_s_at" "217420_s_at" "POLR2A"
"217421_at" "217421_at" "PIWIL2"
"217422_s_at" "217422_s_at" "CD22"
"217423_at" "217423_at" NA
"217424_at" "217424_at" NA
"217425_at" "217425_at" "MC2R"
"217426_at" "217426_at" NA
"217427_s_at" "217427_s_at" "HIRA"
"217428_s_at" "217428_s_at" "COL10A1"
"217429_at" "217429_at" NA
"217430_x_at" "217430_x_at" "COL1A1"
"217431_x_at" "217431_x_at" "CYBB"
"217432_s_at" "217432_s_at" "IDS"
"217433_at" "217433_at" "TACC1"
"217434_at" "217434_at" "MC2R"
"217435_x_at" "217435_x_at" NA
"217436_x_at" "217436_x_at" "HLA-J"
"217437_s_at" "217437_s_at" "TACC1"
"217438_at" "217438_at" NA
"217439_at" "217439_at" NA
"217440_at" "217440_at" NA
"217441_at" "217441_at" "USP33"
"217442_at" "217442_at" "LOC100131825"
"217443_at" "217443_at" NA
"217444_at" "217444_at" NA
"217445_s_at" "217445_s_at" "GART"
"217446_x_at" "217446_x_at" NA
"217447_at" "217447_at" "MAG"
"217448_s_at" "217448_s_at" "TOX4"
"217449_at" "217449_at" NA
"217450_at" "217450_at" "AGFG2"
"217451_at" "217451_at" "COX5A"
"217452_s_at" "217452_s_at" "B3GALT2"
"217453_at" "217453_at" NA
"217454_at" "217454_at" "LOC203510"
"217455_s_at" "217455_s_at" "SSTR2"
"217456_x_at" "217456_x_at" "HLA-E"
"217457_s_at" "217457_s_at" "RAP1GDS1"
"217458_at" "217458_at" NA
"217459_at" "217459_at" NA
"217460_at" "217460_at" "TNP2"
"217461_x_at" "217461_x_at" "BTF3L2"
"217462_at" "217462_at" "C11orf9"
"217463_s_at" "217463_s_at" "C11orf9"
"217464_at" "217464_at" NA
"217465_at" "217465_at" "NCKAP1"
"217466_x_at" "217466_x_at" "RPS2"
"217467_at" "217467_at" "BTF3"
"217468_at" "217468_at" "CYP2D6"
"217469_at" "217469_at" NA
"217470_at" "217470_at" NA
"217471_at" "217471_at" NA
"217472_at" "217472_at" NA
"217473_x_at" "217473_x_at" "SLC11A1"
"217474_at" "217474_at" NA
"217475_s_at" "217475_s_at" "LIMK2"
"217476_at" "217476_at" NA
"217477_at" "217477_at" "PIP5K1B"
"217478_s_at" "217478_s_at" NA
"217479_at" "217479_at" NA
"217480_x_at" "217480_x_at" NA
"217481_x_at" "217481_x_at" NA
"217482_at" "217482_at" NA
"217483_at" "217483_at" "FOLH1"
"217484_at" "217484_at" "CR1"
"217485_x_at" "217485_x_at" "PMS2L1"
"217486_s_at" "217486_s_at" "ZDHHC17"
"217487_x_at" "217487_x_at" "FOLH1"
"217488_x_at" "217488_x_at" "PMS2L3"
"217489_s_at" "217489_s_at" "IL6R"
"217490_at" "217490_at" "EXOSC6"
"217491_x_at" "217491_x_at" "COX7C"
"217492_s_at" "217492_s_at" NA
"217493_x_at" "217493_x_at" "NCR2"
"217494_s_at" "217494_s_at" NA
"217495_x_at" "217495_x_at" "CALCA"
"217496_s_at" "217496_s_at" "IDE"
"217497_at" "217497_at" "TYMP"
"217498_at" "217498_at" NA
"217499_x_at" "217499_x_at" NA
"217500_at" "217500_at" "TIAL1"
"217501_at" "217501_at" "CIAO1"
"217502_at" "217502_at" "IFIT2"
"217503_at" "217503_at" "STK17B"
"217504_at" "217504_at" "ABCA6"
"217505_at" "217505_at" "KLHL23"
"217506_at" "217506_at" "LOC339290"
"217507_at" "217507_at" "SLC11A1"
"217508_s_at" "217508_s_at" "C18orf25"
"217509_x_at" "217509_x_at" "GRIK5"
"217510_at" "217510_at" "CRX"
"217511_at" "217511_at" "KAZALD1"
"217512_at" "217512_at" "KNG1"
"217513_at" "217513_at" "C17orf60"
"217514_at" "217514_at" NA
"217515_s_at" "217515_s_at" "CACNA1S"
"217516_x_at" "217516_x_at" NA
"217517_x_at" "217517_x_at" "SRPK2"
"217518_at" "217518_at" "MYOF"
"217519_at" "217519_at" NA
"217520_x_at" "217520_x_at" NA
"217521_at" "217521_at" NA
"217522_at" "217522_at" "KCNV2"
"217523_at" "217523_at" "CD44"
"217524_x_at" "217524_x_at" NA
"217525_at" "217525_at" "OLFML1"
"217526_at" "217526_at" "NFATC2IP"
"217527_s_at" "217527_s_at" "NFATC2IP"
"217528_at" "217528_at" "CLCA2"
"217529_at" "217529_at" "ORAI2"
"217530_at" "217530_at" "SLC34A1"
"217531_at" "217531_at" NA
"217532_x_at" "217532_x_at" NA
"217533_x_at" "217533_x_at" NA
"217534_at" "217534_at" "FAM49B"
"217535_at" "217535_at" "FAM49B"
"217536_x_at" "217536_x_at" NA
"217537_x_at" "217537_x_at" NA
"217538_at" "217538_at" "SGSM2"
"217539_at" "217539_at" "C18orf25"
"217540_at" "217540_at" "FAM55C"
"217541_x_at" "217541_x_at" "ZNF816A"
"217542_at" "217542_at" "MDM2"
"217543_s_at" "217543_s_at" "MBTPS1"
"217544_at" "217544_at" "LOC729806"
"217545_at" "217545_at" "MYH14"
"217546_at" "217546_at" "MT1M"
"217547_x_at" "217547_x_at" "ZNF675"
"217548_at" "217548_at" NA
"217549_at" "217549_at" NA
"217550_at" "217550_at" "ATF6"
"217551_at" "217551_at" "LOC441453"
"217552_x_at" "217552_x_at" "CR1"
"217553_at" "217553_at" NA
"217554_at" "217554_at" NA
"217555_at" "217555_at" "SMC1A"
"217556_at" "217556_at" "CLCN4"
"217557_s_at" "217557_s_at" "CPM"
"217558_at" "217558_at" "CYP2C9"
"217559_at" "217559_at" "RPL10L"
"217560_at" "217560_at" "GGA1"
"217561_at" "217561_at" "CALCA"
"217562_at" "217562_at" "FAM5C"
"217563_at" "217563_at" "CLOCK"
"217564_s_at" "217564_s_at" "CPS1"
"217565_at" "217565_at" "GRIA3"
"217566_s_at" "217566_s_at" "TGM4"
"217567_at" "217567_at" "TGM4"
"217568_at" "217568_at" "EDDM3A"
"217569_x_at" "217569_x_at" NA
"217570_x_at" "217570_x_at" NA
"217571_at" "217571_at" NA
"217572_at" "217572_at" NA
"217573_at" "217573_at" "GRIN2C"
"217574_at" "217574_at" "CDH8"
"217575_s_at" "217575_s_at" "SOS2"
"217576_x_at" "217576_x_at" "SOS2"
"217577_at" "217577_at" NA
"217578_at" "217578_at" NA
"217579_x_at" "217579_x_at" NA
"217580_x_at" "217580_x_at" NA
"217581_at" "217581_at" NA
"217582_at" "217582_at" NA
"217583_at" "217583_at" "PAH"
"217584_at" "217584_at" "NPC1"
"217585_at" "217585_at" "NEBL"
"217586_x_at" "217586_x_at" NA
"217587_at" "217587_at" NA
"217588_at" "217588_at" NA
"217589_at" "217589_at" "RAB40A"
"217590_s_at" "217590_s_at" "TRPA1"
"217591_at" "217591_at" "SKIL"
"217592_at" "217592_at" "ZSWIM1"
"217593_at" "217593_at" "ZSCAN18"
"217594_at" "217594_at" "ZCCHC11"
"217595_at" "217595_at" "GSPT1"
"217596_at" "217596_at" "UPF3A"
"217597_x_at" "217597_x_at" "RAB40B"
"217598_at" "217598_at" NA
"217599_s_at" "217599_s_at" "MDFIC"
"217600_at" "217600_at" "SCUBE3"
"217601_at" "217601_at" "NUP188"
"217602_at" "217602_at" "PPIA"
"217603_at" "217603_at" "ATP6V0A2"
"217604_at" "217604_at" NA
"217605_at" "217605_at" "USP27X"
"217606_at" "217606_at" NA
"217607_x_at" "217607_x_at" "EIF4G2"
"217608_at" "217608_at" "SFRS12IP1"
"217609_at" "217609_at" "LRRC23"
"217610_at" "217610_at" NA
"217611_at" "217611_at" "ERICH1"
"217612_at" "217612_at" "TIMM50"
"217613_at" "217613_at" "TMEM144"
"217614_at" "217614_at" NA
"217615_at" "217615_at" NA
"217616_at" "217616_at" NA
"217617_at" "217617_at" NA
"217618_x_at" "217618_x_at" "HUS1"
"217619_x_at" "217619_x_at" NA
"217620_s_at" "217620_s_at" "PIK3CB"
"217621_at" "217621_at" NA
"217622_at" "217622_at" "RHBDD3"
"217623_at" "217623_at" "MYLK3"
"217624_at" "217624_at" "PDAP1"
"217625_x_at" "217625_x_at" NA
"217626_at" "217626_at" NA
"217627_at" "217627_at" "ZNF573"
"217628_at" "217628_at" "CLIC5"
"217629_at" "217629_at" NA
"217630_at" "217630_at" "ANGEL2"
"217631_at" "217631_at" NA
"217632_at" "217632_at" "GNL3L"
"217633_at" "217633_at" "URB1"
"217634_at" "217634_at" "SVIL"
"217635_s_at" "217635_s_at" "POLG"
"217636_at" "217636_at" "POLG"
"217637_at" "217637_at" NA
"217638_at" "217638_at" NA
"217639_at" "217639_at" NA
"217640_x_at" "217640_x_at" "SKA1"
"217641_at" "217641_at" "GPR135"
"217642_at" "217642_at" "RNF40"
"217643_x_at" "217643_x_at" NA
"217644_s_at" "217644_s_at" "SOS2"
"217645_at" "217645_at" "COX16"
"217646_at" "217646_at" "SURF1"
"217647_at" "217647_at" NA
"217648_at" "217648_at" NA
"217649_at" "217649_at" "ZFAND5"
"217650_x_at" "217650_x_at" "ST3GAL2"
"217651_at" "217651_at" NA
"217652_at" "217652_at" "KIAA0892"
"217653_x_at" "217653_x_at" NA
"217654_at" "217654_at" NA
"217655_at" "217655_at" "LOC100127972"
"217656_at" "217656_at" "SMARCA4"
"217657_at" "217657_at" "BCAP29"
"217658_at" "217658_at" "THAP3"
"217659_at" "217659_at" NA
"217660_at" "217660_at" "MYH14"
"217661_x_at" "217661_x_at" "SIX5"
"217662_x_at" "217662_x_at" NA
"217663_at" "217663_at" "ZNF234"
"217664_at" "217664_at" NA
"217665_at" "217665_at" NA
"217666_at" "217666_at" NA
"217667_at" "217667_at" "LOC729799"
"217668_at" "217668_at" "C22orf36"
"217669_s_at" "217669_s_at" "AKAP6"
"217670_at" "217670_at" "RPLP2"
"217671_at" "217671_at" NA
"217672_x_at" "217672_x_at" "EIF1"
"217673_x_at" "217673_x_at" "GNAS"
"217674_at" "217674_at" NA
"217675_at" "217675_at" "ZBTB7C"
"217676_at" "217676_at" NA
"217677_at" "217677_at" "PLEKHA2"
"217678_at" "217678_at" "SLC7A11"
"217679_x_at" "217679_x_at" NA
"217680_x_at" "217680_x_at" NA
"217681_at" "217681_at" NA
"217682_at" "217682_at" NA
"217683_at" "217683_at" "HBE1"
"217684_at" "217684_at" "TYMS"
"217685_at" "217685_at" "SLC16A3"
"217686_at" "217686_at" "PTPN1"
"217687_at" "217687_at" "ADCY2"
"217688_at" "217688_at" "ADCY2"
"217689_at" "217689_at" "PTPN1"
"217690_at" "217690_at" NA
"217691_x_at" "217691_x_at" "SLC16A3"
"217692_at" "217692_at" "MAGOH2"
"217693_x_at" "217693_x_at" "MAGOH2"
"217694_at" "217694_at" NA
"217695_x_at" "217695_x_at" NA
"217696_at" "217696_at" "FUT7"
"217697_at" "217697_at" NA
"217698_at" "217698_at" NA
"217699_at" "217699_at" NA
"217700_at" "217700_at" "CNPY4"
"217701_x_at" "217701_x_at" NA
"217702_at" "217702_at" "IL27RA"
"217703_x_at" "217703_x_at" NA
"217704_x_at" "217704_x_at" "SUZ12P"
"217705_at" "217705_at" "PRKD1"
"217706_at" "217706_at" NA
"217707_x_at" "217707_x_at" "SMARCA2"
"217708_x_at" "217708_x_at" NA
"217709_at" "217709_at" NA
"217710_x_at" "217710_x_at" "ITPK1"
"217711_at" "217711_at" "TEK"
"217712_at" "217712_at" "LOC389906"
"217713_x_at" "217713_x_at" NA
"217714_x_at" "217714_x_at" "STMN1"
"217715_x_at" "217715_x_at" NA
"217716_s_at" "217716_s_at" "SEC61A1"
"217717_s_at" "217717_s_at" "YWHAB"
"217718_s_at" "217718_s_at" "YWHAB"
"217719_at" "217719_at" "EIF3L"
"217720_at" "217720_at" "CHCHD2"
"217721_at" "217721_at" NA
"217722_s_at" "217722_s_at" "NGRN"
"217723_x_at" "217723_x_at" "RPS12"
"217724_at" "217724_at" "SERBP1"
"217725_x_at" "217725_x_at" "SERBP1"
"217726_at" "217726_at" "COPZ1"
"217727_x_at" "217727_x_at" "VPS35"
"217728_at" "217728_at" "S100A6"
"217729_s_at" "217729_s_at" "AES"
"217730_at" "217730_at" "TMBIM1"
"217731_s_at" "217731_s_at" "ITM2B"
"217732_s_at" "217732_s_at" "ITM2B"
"217733_s_at" "217733_s_at" "TMSB10"
"217734_s_at" "217734_s_at" "WDR6"
"217735_s_at" "217735_s_at" "EIF2AK1"
"217736_s_at" "217736_s_at" "EIF2AK1"
"217737_x_at" "217737_x_at" "C20orf43"
"217738_at" "217738_at" "NAMPT"
"217739_s_at" "217739_s_at" "NAMPT"
"217740_x_at" "217740_x_at" "RPL7A"
"217741_s_at" "217741_s_at" "ZFAND5"
"217742_s_at" "217742_s_at" "WAC"
"217743_s_at" "217743_s_at" "TMEM30A"
"217744_s_at" "217744_s_at" "PERP"
"217745_s_at" "217745_s_at" "NAA50"
"217746_s_at" "217746_s_at" "PDCD6IP"
"217747_s_at" "217747_s_at" "RPS9"
"217748_at" "217748_at" "ADIPOR1"
"217749_at" "217749_at" "COPG"
"217750_s_at" "217750_s_at" "UBE2Z"
"217751_at" "217751_at" "GSTK1"
"217752_s_at" "217752_s_at" "CNDP2"
"217753_s_at" "217753_s_at" "RPS26"
"217754_at" "217754_at" "DDX56"
"217755_at" "217755_at" "HN1"
"217756_x_at" "217756_x_at" "SERF2"
"217757_at" "217757_at" "A2M"
"217758_s_at" "217758_s_at" "TM9SF3"
"217759_at" "217759_at" "TRIM44"
"217760_at" "217760_at" "TRIM44"
"217761_at" "217761_at" "ADI1"
"217762_s_at" "217762_s_at" "RAB31"
"217763_s_at" "217763_s_at" "RAB31"
"217764_s_at" "217764_s_at" "RAB31"
"217765_at" "217765_at" "NRBP1"
"217766_s_at" "217766_s_at" "TMEM50A"
"217767_at" "217767_at" "C3"
"217768_at" "217768_at" "C14orf166"
"217769_s_at" "217769_s_at" "POMP"
"217770_at" "217770_at" "PIGT"
"217771_at" "217771_at" "GOLM1"
"217772_s_at" "217772_s_at" "MTCH2"
"217773_s_at" "217773_s_at" "NDUFA4"
"217774_s_at" "217774_s_at" "TRMT112"
"217775_s_at" "217775_s_at" "RDH11"
"217776_at" "217776_at" "RDH11"
"217777_s_at" "217777_s_at" "PTPLAD1"
"217778_at" "217778_at" "SLC39A1"
"217779_s_at" "217779_s_at" "PNRC2"
"217780_at" "217780_at" "C19orf56"
"217781_s_at" "217781_s_at" "ZFP106"
"217782_s_at" "217782_s_at" "GPS1"
"217783_s_at" "217783_s_at" "YPEL5"
"217784_at" "217784_at" "YKT6"
"217785_s_at" "217785_s_at" "YKT6"
"217786_at" "217786_at" "PRMT5"
"217787_s_at" "217787_s_at" "GALNT2"
"217788_s_at" "217788_s_at" "GALNT2"
"217789_at" "217789_at" "SNX6"
"217790_s_at" "217790_s_at" "SSR3"
"217791_s_at" "217791_s_at" "ALDH18A1"
"217792_at" "217792_at" "SNX5"
"217793_at" "217793_at" "RAB11B"
"217794_at" "217794_at" "PRR13"
"217795_s_at" "217795_s_at" "TMEM43"
"217796_s_at" "217796_s_at" "NPLOC4"
"217797_at" "217797_at" "UFC1"
"217798_at" "217798_at" "CNOT2"
"217799_x_at" "217799_x_at" "UBE2H"
"217800_s_at" "217800_s_at" "NDFIP1"
"217801_at" "217801_at" "ATP5E"
"217802_s_at" "217802_s_at" "NUCKS1"
"217803_at" "217803_at" "GOLPH3"
"217804_s_at" "217804_s_at" "ILF3"
"217805_at" "217805_at" "ILF3"
"217806_s_at" "217806_s_at" "POLDIP2"
"217807_s_at" "217807_s_at" "GLTSCR2"
"217808_s_at" "217808_s_at" "MAPKAP1"
"217809_at" "217809_at" "BZW2"
"217810_x_at" "217810_x_at" "LARS"
"217811_at" "217811_at" "SELT"
"217812_at" "217812_at" "YTHDF2"
"217813_s_at" "217813_s_at" "SPIN1"
"217814_at" "217814_at" "CCDC47"
"217815_at" "217815_at" "SUPT16H"
"217816_s_at" "217816_s_at" "PCNP"
"217817_at" "217817_at" "ARPC4"
"217818_s_at" "217818_s_at" NA
"217819_at" "217819_at" "GOLGA7"
"217820_s_at" "217820_s_at" "ENAH"
"217821_s_at" "217821_s_at" "WBP11"
"217822_at" "217822_at" "WBP11"
"217823_s_at" "217823_s_at" "UBE2J1"
"217824_at" "217824_at" "UBE2J1"
"217825_s_at" "217825_s_at" "UBE2J1"
"217826_s_at" "217826_s_at" "UBE2J1"
"217827_s_at" "217827_s_at" "SPG21"
"217828_at" "217828_at" "SLTM"
"217829_s_at" "217829_s_at" "USP39"
"217830_s_at" "217830_s_at" "NSFL1C"
"217831_s_at" "217831_s_at" "NSFL1C"
"217832_at" "217832_at" "SYNCRIP"
"217833_at" "217833_at" "SYNCRIP"
"217834_s_at" "217834_s_at" "SYNCRIP"
"217835_x_at" "217835_x_at" "C20orf24"
"217836_s_at" "217836_s_at" "YY1AP1"
"217837_s_at" "217837_s_at" NA
"217838_s_at" "217838_s_at" "EVL"
"217839_at" "217839_at" "TFG"
"217840_at" "217840_at" "DDX41"
"217841_s_at" "217841_s_at" "PPME1"
"217842_at" "217842_at" "LUC7L2"
"217843_s_at" "217843_s_at" "MED4"
"217844_at" "217844_at" "CTDSP1"
"217845_x_at" "217845_x_at" "HIGD1A"
"217846_at" "217846_at" "QARS"
"217847_s_at" "217847_s_at" "THRAP3"
"217848_s_at" "217848_s_at" "PPA1"
"217849_s_at" "217849_s_at" "CDC42BPB"
"217850_at" "217850_at" "GNL3"
"217851_s_at" "217851_s_at" "SLMO2"
"217852_s_at" "217852_s_at" "ARL8B"
"217853_at" "217853_at" "TNS3"
"217854_s_at" "217854_s_at" "POLR2E"
"217855_x_at" "217855_x_at" "SDF4"
"217856_at" "217856_at" "RBM8A"
"217857_s_at" "217857_s_at" "RBM8A"
"217858_s_at" "217858_s_at" "ARMCX3"
"217859_s_at" "217859_s_at" "SLC39A9"
"217860_at" "217860_at" NA
"217861_s_at" "217861_s_at" "PREB"
"217862_at" "217862_at" "PIAS1"
"217863_at" "217863_at" "PIAS1"
"217864_s_at" "217864_s_at" "PIAS1"
"217865_at" "217865_at" "RNF130"
"217866_at" "217866_at" "CPSF7"
"217867_x_at" "217867_x_at" "BACE2"
"217868_s_at" "217868_s_at" "METTL9"
"217869_at" "217869_at" "HSD17B12"
"217870_s_at" "217870_s_at" "CMPK1"
"217871_s_at" "217871_s_at" "MIF"
"217872_at" "217872_at" "PIH1D1"
"217873_at" "217873_at" "CAB39"
"217874_at" "217874_at" "SUCLG1"
"217875_s_at" "217875_s_at" "PMEPA1"
"217876_at" "217876_at" "GTF3C5"
"217877_s_at" "217877_s_at" "GPBP1L1"
"217878_s_at" "217878_s_at" "CDC27"
"217879_at" "217879_at" "CDC27"
"217880_at" "217880_at" "CDC27"
"217881_s_at" "217881_s_at" "CDC27"
"217882_at" "217882_at" "TMEM111"
"217883_at" "217883_at" "MMADHC"
"217884_at" "217884_at" "NAT10"
"217885_at" "217885_at" "IPO9"
"217886_at" "217886_at" "EPS15"
"217887_s_at" "217887_s_at" "EPS15"
"217888_s_at" "217888_s_at" "ARFGAP1"
"217889_s_at" "217889_s_at" "CYBRD1"
"217890_s_at" "217890_s_at" "PARVA"
"217891_at" "217891_at" "C16orf58"
"217892_s_at" "217892_s_at" "LIMA1"
"217893_s_at" "217893_s_at" "AKIRIN1"
"217894_at" "217894_at" "KCTD3"
"217895_at" "217895_at" "PTCD3"
"217896_s_at" "217896_s_at" "FAM192A"
"217897_at" "217897_at" "FXYD6"
"217898_at" "217898_at" "C15orf24"
"217899_at" "217899_at" "TMEM214"
"217900_at" "217900_at" "IARS2"
"217901_at" "217901_at" "DSG2"
"217902_s_at" "217902_s_at" "HERC2"
"217903_at" "217903_at" "STRN4"
"217904_s_at" "217904_s_at" "BACE1"
"217905_at" "217905_at" "C10orf119"
"217906_at" "217906_at" "KLHDC2"
"217907_at" "217907_at" "MRPL18"
"217908_s_at" "217908_s_at" "DCAF6"
"217909_s_at" "217909_s_at" "MLX"
"217910_x_at" "217910_x_at" "MLX"
"217911_s_at" "217911_s_at" "BAG3"
"217912_at" "217912_at" "DUS1L"
"217913_at" "217913_at" "VPS4A"
"217914_at" "217914_at" "TPCN1"
"217915_s_at" "217915_s_at" "RSL24D1"
"217916_s_at" "217916_s_at" "FAM49B"
"217917_s_at" "217917_s_at" "DYNLRB1"
"217918_at" "217918_at" "DYNLRB1"
"217919_s_at" "217919_s_at" "MRPL42"
"217920_at" "217920_at" "MAN1A2"
"217921_at" "217921_at" "MAN1A2"
"217922_at" "217922_at" NA
"217923_at" "217923_at" "PEF1"
"217924_at" "217924_at" "C6orf106"
"217925_s_at" "217925_s_at" "C6orf106"
"217926_at" "217926_at" "C19orf53"
"217927_at" "217927_at" "SPCS1"
"217928_s_at" "217928_s_at" "SAPS3"
"217929_s_at" "217929_s_at" "KIAA0319L"
"217930_s_at" "217930_s_at" "TOLLIP"
"217931_at" "217931_at" "CNPY3"
"217932_at" "217932_at" "MRPS7"
"217933_s_at" "217933_s_at" "LAP3"
"217934_x_at" "217934_x_at" "STUB1"
"217935_s_at" "217935_s_at" "UQCC"
"217936_at" "217936_at" "ARHGAP5"
"217937_s_at" "217937_s_at" "HDAC7"
"217938_s_at" "217938_s_at" "KCMF1"
"217939_s_at" "217939_s_at" "AFTPH"
"217940_s_at" "217940_s_at" "CARKD"
"217941_s_at" "217941_s_at" "ERBB2IP"
"217942_at" "217942_at" "MRPS35"
"217943_s_at" "217943_s_at" "MAP7D1"
"217944_at" "217944_at" "POMGNT1"
"217945_at" "217945_at" "BTBD1"
"217946_s_at" "217946_s_at" "SAE1"
"217947_at" "217947_at" "CMTM6"
"217948_at" "217948_at" "FAM127B"
"217949_s_at" "217949_s_at" "VKORC1"
"217950_at" "217950_at" "NOSIP"
"217951_s_at" "217951_s_at" "PHF3"
"217952_x_at" "217952_x_at" "PHF3"
"217953_at" "217953_at" "PHF3"
"217954_s_at" "217954_s_at" "PHF3"
"217955_at" "217955_at" "BCL2L13"
"217956_s_at" "217956_s_at" "ENOPH1"
"217957_at" "217957_at" "C16orf80"
"217958_at" "217958_at" "TRAPPC4"
"217959_s_at" "217959_s_at" "TRAPPC4"
"217960_s_at" "217960_s_at" "TOMM22"
"217961_at" "217961_at" "SLC25A38"
"217962_at" "217962_at" "NOP10"
"217963_s_at" "217963_s_at" "NGFRAP1"
"217964_at" "217964_at" "TTC19"
"217965_s_at" "217965_s_at" "SAP30BP"
"217966_s_at" "217966_s_at" "FAM129A"
"217967_s_at" "217967_s_at" "FAM129A"
"217968_at" "217968_at" "TSSC1"
"217969_at" "217969_at" "C11orf2"
"217970_s_at" "217970_s_at" "CNOT6"
"217971_at" "217971_at" "MAPKSP1"
"217972_at" "217972_at" "CHCHD3"
"217973_at" "217973_at" "DCXR"
"217974_at" "217974_at" "TM7SF3"
"217975_at" "217975_at" "WBP5"
"217976_s_at" "217976_s_at" "DYNC1LI1"
"217977_at" "217977_at" "SEPX1"
"217978_s_at" "217978_s_at" "UBE2Q1"
"217979_at" "217979_at" "TSPAN13"
"217980_s_at" "217980_s_at" "MRPL16"
"217981_s_at" "217981_s_at" "FXC1"
"217982_s_at" "217982_s_at" "MORF4L1"
"217983_s_at" "217983_s_at" "RNASET2"
"217984_at" "217984_at" "RNASET2"
"217985_s_at" "217985_s_at" "BAZ1A"
"217986_s_at" "217986_s_at" "BAZ1A"
"217987_at" "217987_at" "ASNSD1"
"217988_at" "217988_at" "CCNB1IP1"
"217989_at" "217989_at" "HSD17B11"
"217990_at" "217990_at" "GMPR2"
"217991_x_at" "217991_x_at" "SSBP3"
"217992_s_at" "217992_s_at" "EFHD2"
"217993_s_at" "217993_s_at" "MAT2B"
"217994_x_at" "217994_x_at" "CPSF3L"
"217995_at" "217995_at" "SQRDL"
"217996_at" "217996_at" "PHLDA1"
"217997_at" "217997_at" "PHLDA1"
"217998_at" "217998_at" NA
"217999_s_at" "217999_s_at" "PHLDA1"
"218000_s_at" "218000_s_at" "PHLDA1"
"218001_at" "218001_at" "MRPS2"
"218002_s_at" "218002_s_at" "CXCL14"
"218003_s_at" "218003_s_at" "FKBP3"
"218004_at" "218004_at" "BSDC1"
"218005_at" "218005_at" "ZNF22"
"218006_s_at" "218006_s_at" "ZNF22"
"218007_s_at" "218007_s_at" "RPS27L"
"218008_at" "218008_at" "C7orf42"
"218009_s_at" "218009_s_at" "PRC1"
"218010_x_at" "218010_x_at" "PPDPF"
"218011_at" "218011_at" "UBL5"
"218012_at" "218012_at" "TSPYL2"
"218013_x_at" "218013_x_at" "DCTN4"
"218014_at" "218014_at" "NUP85"
"218015_s_at" "218015_s_at" "WRNIP1"
"218016_s_at" "218016_s_at" "POLR3E"
"218017_s_at" "218017_s_at" "HGSNAT"
"218018_at" "218018_at" "PDXK"
"218019_s_at" "218019_s_at" "PDXK"
"218020_s_at" "218020_s_at" "ZFAND3"
"218021_at" "218021_at" NA
"218022_at" "218022_at" "VRK3"
"218023_s_at" "218023_s_at" "FAM53C"
"218024_at" "218024_at" "BRP44L"
"218025_s_at" "218025_s_at" "PECI"
"218026_at" "218026_at" "CCDC56"
"218027_at" "218027_at" "MRPL15"
"218028_at" "218028_at" "ELOVL1"
"218029_at" "218029_at" "FAM65A"
"218030_at" "218030_at" "GIT1"
"218031_s_at" "218031_s_at" "FOXN3"
"218032_at" "218032_at" "SNN"
"218033_s_at" "218033_s_at" "SNN"
"218034_at" "218034_at" "FIS1"
"218035_s_at" "218035_s_at" "RBM47"
"218036_x_at" "218036_x_at" "NMD3"
"218037_at" "218037_at" "FAM134A"
"218038_at" "218038_at" "ATP5SL"
"218039_at" "218039_at" "NUSAP1"
"218040_at" "218040_at" "PRPF38B"
"218041_x_at" "218041_x_at" "SLC38A2"
"218042_at" "218042_at" "COPS4"
"218043_s_at" "218043_s_at" "AZI2"
"218044_x_at" "218044_x_at" "PTMS"
"218045_x_at" "218045_x_at" "PTMS"
"218046_s_at" "218046_s_at" "MRPS16"
"218047_at" "218047_at" "OSBPL9"
"218048_at" "218048_at" "COMMD3"
"218049_s_at" "218049_s_at" "MRPL13"
"218050_at" "218050_at" "UFM1"
"218051_s_at" "218051_s_at" "NT5DC2"
"218052_s_at" "218052_s_at" "ATP13A1"
"218053_at" "218053_at" "PRPF40A"
"218054_s_at" "218054_s_at" "C19orf50"
"218055_s_at" "218055_s_at" "WDR41"
"218056_at" "218056_at" "BFAR"
"218057_x_at" "218057_x_at" "COX4NB"
"218058_at" "218058_at" "CXXC1"
"218059_at" "218059_at" "ZNF706"
"218060_s_at" "218060_s_at" "C16orf57"
"218061_at" "218061_at" "MEA1"
"218062_x_at" "218062_x_at" "CDC42EP4"
"218063_s_at" "218063_s_at" "CDC42EP4"
"218064_s_at" "218064_s_at" "AKAP8L"
"218065_s_at" "218065_s_at" "TMEM9B"
"218066_at" "218066_at" "SLC12A7"
"218067_s_at" "218067_s_at" "ARGLU1"
"218068_s_at" "218068_s_at" "ZNF672"
"218069_at" "218069_at" "DCTPP1"
