"probeID" "Entrez"
"1560133_at" "1560133_at" "GIGYF2"
"1560135_at" "1560135_at" NA
"1560136_at" "1560136_at" "ARL5C"
"1560137_at" "1560137_at" NA
"1560138_at" "1560138_at" "KIAA0226"
"1560141_at" "1560141_at" "LOC100133039"
"1560142_at" "1560142_at" "GRIK2"
"1560144_at" "1560144_at" NA
"1560145_at" "1560145_at" "MKLN1"
"1560147_at" "1560147_at" "LOC100131176"
"1560148_at" "1560148_at" "MIA3"
"1560149_at" "1560149_at" "SLC29A2"
"1560151_x_at" "1560151_x_at" "SLC29A2"
"1560153_at" "1560153_at" "FRAS1"
"1560154_a_at" "1560154_a_at" NA
"1560156_at" "1560156_at" NA
"1560161_at" "1560161_at" "CCNB2"
"1560162_at" "1560162_at" "FLJ40606"
"1560163_at" "1560163_at" "LOC100129510"
"1560164_at" "1560164_at" NA
"1560168_at" "1560168_at" "LOC646168"
"1560169_at" "1560169_at" NA
"1560171_at" "1560171_at" NA
"1560172_at" "1560172_at" "INTS10"
"1560174_at" "1560174_at" "SPAG16"
"1560175_at" "1560175_at" "PPP4R1L"
"1560176_s_at" "1560176_s_at" "PPP4R1L"
"1560177_at" "1560177_at" "CCDC66"
"1560178_at" "1560178_at" NA
"1560180_at" "1560180_at" "GALNT14"
"1560181_at" "1560181_at" NA
"1560182_at" "1560182_at" NA
"1560184_at" "1560184_at" "TMCO5A"
"1560185_at" "1560185_at" NA
"1560187_at" "1560187_at" NA
"1560189_at" "1560189_at" NA
"1560197_at" "1560197_at" "FAM164A"
"1560198_at" "1560198_at" "C14orf70"
"1560199_x_at" "1560199_x_at" "LOC728153"
"1560201_at" "1560201_at" "ZNF713"
"1560202_at" "1560202_at" "LOC338739"
"1560204_at" "1560204_at" "NT5DC4"
"1560207_at" "1560207_at" "C8orf81"
"1560208_at" "1560208_at" NA
"1560209_at" "1560209_at" NA
"1560212_a_at" "1560212_a_at" NA
"1560213_at" "1560213_at" "HCP5P10"
"1560214_at" "1560214_at" "SPG11"
"1560219_at" "1560219_at" "ASB3"
"1560220_a_at" "1560220_a_at" "CBY1"
"1560222_at" "1560222_at" NA
"1560224_at" "1560224_at" "AHCTF1"
"1560225_at" "1560225_at" "CNR1"
"1560226_at" "1560226_at" NA
"1560227_at" "1560227_at" "GDPD1"
"1560228_at" "1560228_at" "SNAI3"
"1560230_at" "1560230_at" NA
"1560237_at" "1560237_at" NA
"1560238_at" "1560238_at" "LOC100127980"
"1560240_at" "1560240_at" NA
"1560241_at" "1560241_at" NA
"1560246_at" "1560246_at" NA
"1560250_s_at" "1560250_s_at" "LOC284242"
"1560251_at" "1560251_at" "LOC645485"
"1560253_at" "1560253_at" "LHX9"
"1560255_at" "1560255_at" "C10orf31"
"1560257_at" "1560257_at" NA
"1560258_a_at" "1560258_a_at" NA
"1560259_at" "1560259_at" NA
"1560260_at" "1560260_at" "LOC285593"
"1560262_at" "1560262_at" NA
"1560263_at" "1560263_at" NA
"1560264_at" "1560264_at" NA
"1560265_at" "1560265_at" "GRIK2"
"1560271_at" "1560271_at" NA
"1560274_at" "1560274_at" "WTAP"
"1560275_at" "1560275_at" "TMEM44"
"1560276_at" "1560276_at" "LOC283403"
"1560277_a_at" "1560277_a_at" "LOC283403"
"1560278_at" "1560278_at" "LOC221122"
"1560279_a_at" "1560279_a_at" "LOC221122"
"1560281_a_at" "1560281_a_at" "TMEM95"
"1560282_at" "1560282_at" NA
"1560284_at" "1560284_at" NA
"1560285_at" "1560285_at" NA
"1560286_s_at" "1560286_s_at" NA
"1560288_at" "1560288_at" NA
"1560290_at" "1560290_at" "LOC100129895"
"1560291_at" "1560291_at" "RIPPLY1"
"1560292_a_at" "1560292_a_at" "TMCO4"
"1560295_at" "1560295_at" "CYP19A1"
"1560296_at" "1560296_at" NA
"1560297_at" "1560297_at" NA
"1560298_at" "1560298_at" NA
"1560300_a_at" "1560300_a_at" NA
"1560303_at" "1560303_at" "FKBP4"
"1560305_x_at" "1560305_x_at" "FKBP4"
"1560306_at" "1560306_at" NA
"1560309_s_at" "1560309_s_at" NA
"1560315_at" "1560315_at" "GLCCI1"
"1560316_s_at" "1560316_s_at" "GLCCI1"
"1560317_s_at" "1560317_s_at" "HIP1"
"1560318_at" "1560318_at" "ARHGAP29"
"1560320_a_at" "1560320_a_at" "UNQ2963"
"1560322_at" "1560322_at" "RBMS3"
"1560325_at" "1560325_at" NA
"1560327_at" "1560327_at" NA
"1560328_s_at" "1560328_s_at" NA
"1560330_at" "1560330_at" "PCDH15"
"1560332_at" "1560332_at" NA
"1560334_at" "1560334_at" "MEGF11"
"1560337_at" "1560337_at" "LOC286184"
"1560339_s_at" "1560339_s_at" "NAP1L4"
"1560340_s_at" "1560340_s_at" "RP9P"
"1560342_at" "1560342_at" NA
"1560346_at" "1560346_at" NA
"1560347_at" "1560347_at" NA
"1560348_at" "1560348_at" "RGNEF"
"1560349_at" "1560349_at" NA
"1560352_at" "1560352_at" NA
"1560353_at" "1560353_at" NA
"1560354_at" "1560354_at" "CCDC127"
"1560358_at" "1560358_at" "PHKA2"
"1560359_at" "1560359_at" "PELO"
"1560369_at" "1560369_at" "ANKH"
"1560370_x_at" "1560370_x_at" "ANKH"
"1560371_at" "1560371_at" "LOC401321"
"1560372_at" "1560372_at" NA
"1560373_a_at" "1560373_a_at" NA
"1560378_at" "1560378_at" "C21orf41"
"1560380_at" "1560380_at" "LOC497256"
"1560382_at" "1560382_at" "GAB1"
"1560383_at" "1560383_at" NA
"1560384_a_at" "1560384_a_at" NA
"1560385_x_at" "1560385_x_at" NA
"1560386_at" "1560386_at" NA
"1560390_s_at" "1560390_s_at" "LOC284440"
"1560391_at" "1560391_at" NA
"1560395_at" "1560395_at" NA
"1560396_at" "1560396_at" "KLHL6"
"1560397_s_at" "1560397_s_at" "KLHL6"
"1560399_a_at" "1560399_a_at" "OTUD7A"
"1560402_at" "1560402_at" "GAS5"
"1560404_a_at" "1560404_a_at" "ATPBD4"
"1560405_at" "1560405_at" NA
"1560407_at" "1560407_at" "MARK1"
"1560409_at" "1560409_at" NA
"1560410_at" "1560410_at" NA
"1560411_at" "1560411_at" NA
"1560412_at" "1560412_at" NA
"1560413_at" "1560413_at" "LOC339788"
"1560416_at" "1560416_at" "DNAH11"
"1560418_at" "1560418_at" "C6orf182"
"1560419_at" "1560419_at" "LOC100127974"
"1560422_at" "1560422_at" NA
"1560424_at" "1560424_at" NA
"1560425_s_at" "1560425_s_at" NA
"1560426_at" "1560426_at" "C12orf55"
"1560429_at" "1560429_at" NA
"1560430_at" "1560430_at" "NKPD1"
"1560431_at" "1560431_at" "PGM5P1"
"1560432_at" "1560432_at" "CLRN1OS"
"1560433_at" "1560433_at" NA
"1560434_x_at" "1560434_x_at" "CLTA"
"1560435_at" "1560435_at" NA
"1560439_at" "1560439_at" "LINGO3"
"1560443_at" "1560443_at" NA
"1560445_x_at" "1560445_x_at" "ARHGEF1"
"1560446_at" "1560446_at" "LOC100132815"
"1560448_at" "1560448_at" "LOC340037"
"1560449_at" "1560449_at" NA
"1560451_at" "1560451_at" NA
"1560453_at" "1560453_at" NA
"1560455_at" "1560455_at" "LOC339166"
"1560456_at" "1560456_at" "PLIN5"
"1560457_x_at" "1560457_x_at" "PLIN5"
"1560458_s_at" "1560458_s_at" "CAPS2"
"1560460_at" "1560460_at" NA
"1560463_at" "1560463_at" "LOC283788"
"1560464_at" "1560464_at" NA
"1560467_at" "1560467_at" "PAQR9"
"1560469_at" "1560469_at" "NR5A2"
"1560472_at" "1560472_at" "LOC338588"
"1560474_at" "1560474_at" NA
"1560475_at" "1560475_at" "LOC100129455"
"1560476_at" "1560476_at" NA
"1560477_a_at" "1560477_a_at" "SAMD11"
"1560480_at" "1560480_at" NA
"1560482_at" "1560482_at" NA
"1560483_at" "1560483_at" NA
"1560485_at" "1560485_at" "HIVEP1"
"1560486_at" "1560486_at" "STXBP3"
"1560488_at" "1560488_at" "LCNL1"
"1560489_at" "1560489_at" NA
"1560490_at" "1560490_at" "FAT3"
"1560491_at" "1560491_at" NA
"1560492_at" "1560492_at" NA
"1560493_a_at" "1560493_a_at" "CPXCR1"
"1560494_a_at" "1560494_a_at" "CPXCR1"
"1560495_at" "1560495_at" NA
"1560496_at" "1560496_at" NA
"1560498_at" "1560498_at" NA
"1560499_at" "1560499_at" "C14orf64"
"1560500_at" "1560500_at" NA
"1560503_a_at" "1560503_a_at" "LOC100130275"
"1560506_at" "1560506_at" NA
"1560507_at" "1560507_at" "AWAT1"
"1560509_at" "1560509_at" NA
"1560510_at" "1560510_at" NA
"1560511_at" "1560511_at" NA
"1560512_at" "1560512_at" NA
"1560513_at" "1560513_at" "LOC400568"
"1560514_at" "1560514_at" "LOC285205"
"1560516_at" "1560516_at" NA
"1560517_s_at" "1560517_s_at" NA
"1560520_at" "1560520_at" "LOC401312"
"1560522_at" "1560522_at" "LOC201477"
"1560523_at" "1560523_at" NA
"1560524_at" "1560524_at" "GRAPL"
"1560525_at" "1560525_at" NA
"1560526_at" "1560526_at" "PR47"
"1560527_at" "1560527_at" "NF-E4"
"1560528_at" "1560528_at" NA
"1560531_at" "1560531_at" "LCE1B"
"1560533_at" "1560533_at" NA
"1560536_at" "1560536_at" NA
"1560537_at" "1560537_at" "LOC100129662"
"1560538_at" "1560538_at" NA
"1560540_x_at" "1560540_x_at" NA
"1560542_at" "1560542_at" "MCM3APAS"
"1560543_at" "1560543_at" NA
"1560547_at" "1560547_at" NA
"1560548_at" "1560548_at" NA
"1560550_at" "1560550_at" NA
"1560552_a_at" "1560552_a_at" NA
"1560553_at" "1560553_at" "TIAF1"
"1560554_a_at" "1560554_a_at" "C1orf145"
"1560556_a_at" "1560556_a_at" "PLEKHA8"
"1560557_at" "1560557_at" NA
"1560558_at" "1560558_at" "C9orf80"
"1560559_at" "1560559_at" NA
"1560560_at" "1560560_at" NA
"1560562_a_at" "1560562_a_at" "ZNF677"
"1560563_at" "1560563_at" NA
"1560565_at" "1560565_at" NA
"1560566_at" "1560566_at" "PCDH20"
"1560570_a_at" "1560570_a_at" NA
"1560573_at" "1560573_at" "LOC387895"
"1560576_at" "1560576_at" NA
"1560577_at" "1560577_at" NA
"1560579_s_at" "1560579_s_at" NA
"1560581_at" "1560581_at" NA
"1560582_a_at" "1560582_a_at" NA
"1560587_s_at" "1560587_s_at" "PRDX5"
"1560588_at" "1560588_at" NA
"1560589_a_at" "1560589_a_at" NA
"1560590_s_at" "1560590_s_at" NA
"1560595_at" "1560595_at" "LOC100128993"
"1560596_at" "1560596_at" NA
"1560599_a_at" "1560599_a_at" "CCDC123"
"1560604_at" "1560604_at" NA
"1560609_at" "1560609_at" "CRYZL1"
"1560610_at" "1560610_at" NA
"1560614_at" "1560614_at" NA
"1560615_a_at" "1560615_a_at" NA
"1560617_at" "1560617_at" "LOC100128198"
"1560618_at" "1560618_at" NA
"1560619_at" "1560619_at" "LOC255411"
"1560620_at" "1560620_at" "KCNK15"
"1560621_at" "1560621_at" NA
"1560622_at" "1560622_at" NA
"1560625_s_at" "1560625_s_at" NA
"1560628_at" "1560628_at" NA
"1560630_at" "1560630_at" NA
"1560631_at" "1560631_at" "CALCOCO2"
"1560633_a_at" "1560633_a_at" "D21S2089E"
"1560634_a_at" "1560634_a_at" NA
"1560636_a_at" "1560636_a_at" "LOC100286989"
"1560637_at" "1560637_at" NA
"1560638_a_at" "1560638_a_at" NA
"1560639_at" "1560639_at" NA
"1560642_at" "1560642_at" NA
"1560643_x_at" "1560643_x_at" NA
"1560646_at" "1560646_at" "LOC121952"
"1560647_at" "1560647_at" "TSPYL1"
"1560648_s_at" "1560648_s_at" "TSPYL1"
"1560652_at" "1560652_at" NA
"1560654_at" "1560654_at" "FLJ37201"
"1560656_at" "1560656_at" NA
"1560657_at" "1560657_at" "TIE1"
"1560659_at" "1560659_at" NA
"1560661_x_at" "1560661_x_at" NA
"1560662_s_at" "1560662_s_at" NA
"1560665_at" "1560665_at" "SCPEP1"
"1560671_at" "1560671_at" "KIAA1652"
"1560673_at" "1560673_at" NA
"1560676_at" "1560676_at" "SIAH3"
"1560678_at" "1560678_at" NA
"1560679_at" "1560679_at" "LOC151438"
"1560680_at" "1560680_at" NA
"1560683_at" "1560683_at" "BCL8"
"1560684_x_at" "1560684_x_at" "BCL8"
"1560686_at" "1560686_at" "ITGAD"
"1560689_s_at" "1560689_s_at" "AKT2"
"1560690_at" "1560690_at" NA
"1560692_at" "1560692_at" "LOC285878"
"1560694_at" "1560694_at" "SFT2D1"
"1560695_at" "1560695_at" "QTRTD1"
"1560696_x_at" "1560696_x_at" "QTRTD1"
"1560697_at" "1560697_at" "LOC283392"
"1560698_a_at" "1560698_a_at" "LOC283392"
"1560703_at" "1560703_at" "C17orf108"
"1560705_at" "1560705_at" NA
"1560706_at" "1560706_at" NA
"1560707_at" "1560707_at" "LOC283856"
"1560712_at" "1560712_at" "TMPRSS11B"
"1560713_a_at" "1560713_a_at" "ELFN2"
"1560714_at" "1560714_at" "FLJ37035"
"1560715_at" "1560715_at" "P4HA3"
"1560716_at" "1560716_at" NA
"1560717_at" "1560717_at" NA
"1560720_at" "1560720_at" "MKNK1"
"1560721_at" "1560721_at" NA
"1560723_at" "1560723_at" "LOC283731"
"1560724_at" "1560724_at" NA
"1560725_at" "1560725_at" NA
"1560727_at" "1560727_at" "HEATR4"
"1560728_at" "1560728_at" NA
"1560733_at" "1560733_at" "ALG5"
"1560734_at" "1560734_at" "LOC727924"
"1560735_s_at" "1560735_s_at" "LOC727924"
"1560738_at" "1560738_at" NA
"1560739_a_at" "1560739_a_at" NA
"1560741_at" "1560741_at" "SNRPN"
"1560742_at" "1560742_at" NA
"1560743_a_at" "1560743_a_at" NA
"1560744_at" "1560744_at" "LOC283028"
"1560745_at" "1560745_at" NA
"1560746_at" "1560746_at" "C1orf118"
"1560747_at" "1560747_at" NA
"1560748_at" "1560748_at" NA
"1560750_at" "1560750_at" "LOC151121"
"1560751_at" "1560751_at" "C18orf16"
"1560752_at" "1560752_at" "FBXW2"
"1560753_at" "1560753_at" NA
"1560754_at" "1560754_at" "CMTM7"
"1560755_at" "1560755_at" NA
"1560756_at" "1560756_at" NA
"1560757_at" "1560757_at" "TOP1MT"
"1560758_at" "1560758_at" NA
"1560760_s_at" "1560760_s_at" NA
"1560762_at" "1560762_at" "LOC285972"
"1560763_at" "1560763_at" NA
"1560764_at" "1560764_at" "ARHGAP22"
"1560765_a_at" "1560765_a_at" "ARHGAP22"
"1560767_at" "1560767_at" "HCG22"
"1560769_at" "1560769_at" NA
"1560770_at" "1560770_at" "PABPC1"
"1560771_at" "1560771_at" NA
"1560772_a_at" "1560772_a_at" NA
"1560773_at" "1560773_at" NA
"1560774_at" "1560774_at" NA
"1560775_at" "1560775_at" NA
"1560776_at" "1560776_at" NA
"1560779_a_at" "1560779_a_at" "ZNF568"
"1560781_at" "1560781_at" "DNHD1"
"1560782_at" "1560782_at" NA
"1560784_x_at" "1560784_x_at" NA
"1560785_at" "1560785_at" "DYRK3"
"1560787_at" "1560787_at" "QDPR"
"1560788_at" "1560788_at" "MYO3B"
"1560790_at" "1560790_at" "GOLGA6L2"
"1560791_at" "1560791_at" NA
"1560792_at" "1560792_at" NA
"1560794_at" "1560794_at" NA
"1560797_s_at" "1560797_s_at" NA
"1560798_at" "1560798_at" NA
"1560800_at" "1560800_at" NA
"1560803_at" "1560803_at" "DNAH3"
"1560806_at" "1560806_at" "LOC150527"
"1560810_at" "1560810_at" NA
"1560812_at" "1560812_at" NA
"1560813_at" "1560813_at" NA
"1560814_a_at" "1560814_a_at" "C15orf57"
"1560817_at" "1560817_at" "LOC100287627"
"1560818_at" "1560818_at" NA
"1560819_a_at" "1560819_a_at" NA
"1560821_at" "1560821_at" "ARHGAP22"
"1560823_at" "1560823_at" "LOC340017"
"1560826_at" "1560826_at" NA
"1560827_at" "1560827_at" NA
"1560830_a_at" "1560830_a_at" "LOC147646"
"1560832_at" "1560832_at" NA
"1560833_at" "1560833_at" NA
"1560834_a_at" "1560834_a_at" "RMST"
"1560836_at" "1560836_at" NA
"1560838_at" "1560838_at" "C6orf146"
"1560841_at" "1560841_at" "LOC389247"
"1560842_a_at" "1560842_a_at" NA
"1560844_at" "1560844_at" NA
"1560846_at" "1560846_at" NA
"1560848_at" "1560848_at" NA
"1560850_at" "1560850_at" NA
"1560851_at" "1560851_at" "C10orf136"
"1560853_x_at" "1560853_x_at" "ZNF826"
"1560854_s_at" "1560854_s_at" "ZNF107"
"1560855_at" "1560855_at" NA
"1560856_at" "1560856_at" NA
"1560859_at" "1560859_at" NA
"1560861_at" "1560861_at" NA
"1560862_at" "1560862_at" NA
"1560863_a_at" "1560863_a_at" NA
"1560864_at" "1560864_at" NA
"1560865_a_at" "1560865_a_at" NA
"1560866_at" "1560866_at" "WNK2"
"1560867_a_at" "1560867_a_at" NA
"1560868_s_at" "1560868_s_at" NA
"1560869_a_at" "1560869_a_at" NA
"1560870_a_at" "1560870_a_at" NA
"1560871_a_at" "1560871_a_at" NA
"1560872_at" "1560872_at" NA
"1560874_at" "1560874_at" "EFCAB4B"
"1560877_a_at" "1560877_a_at" NA
"1560878_at" "1560878_at" "SYT15"
"1560879_a_at" "1560879_a_at" "SYT15"
"1560881_a_at" "1560881_a_at" "NCRNA00112"
"1560883_s_at" "1560883_s_at" NA
"1560884_at" "1560884_at" "SLC17A1"
"1560885_x_at" "1560885_x_at" "SLC17A1"
"1560887_a_at" "1560887_a_at" NA
"1560888_x_at" "1560888_x_at" NA
"1560889_a_at" "1560889_a_at" NA
"1560890_at" "1560890_at" NA
"1560891_a_at" "1560891_a_at" NA
"1560893_at" "1560893_at" NA
"1560895_at" "1560895_at" "LOC645188"
"1560896_a_at" "1560896_a_at" NA
"1560897_a_at" "1560897_a_at" "KRTAP10-11"
"1560898_at" "1560898_at" NA
"1560899_at" "1560899_at" NA
"1560900_a_at" "1560900_a_at" NA
"1560901_at" "1560901_at" "LOC728789"
"1560903_at" "1560903_at" NA
"1560905_at" "1560905_at" NA
"1560906_at" "1560906_at" NA
"1560908_at" "1560908_at" NA
"1560909_x_at" "1560909_x_at" NA
"1560910_at" "1560910_at" "PPIL6"
"1560911_at" "1560911_at" "LOC100133461"
"1560912_at" "1560912_at" "LOC389043"
"1560913_at" "1560913_at" NA
"1560915_at" "1560915_at" "DPY19L1"
"1560916_a_at" "1560916_a_at" "DPY19L1"
"1560917_at" "1560917_at" NA
"1560918_at" "1560918_at" NA
"1560920_s_at" "1560920_s_at" NA
"1560921_at" "1560921_at" "ZNF169"
"1560922_s_at" "1560922_s_at" "ZNF169"
"1560924_at" "1560924_at" NA
"1560926_at" "1560926_at" NA
"1560928_at" "1560928_at" "LOC151657"
"1560929_at" "1560929_at" NA
"1560932_at" "1560932_at" "FLJ31356"
"1560934_at" "1560934_at" "LOC284669"
"1560935_s_at" "1560935_s_at" "LOC284669"
"1560937_at" "1560937_at" "RSU1"
"1560939_at" "1560939_at" "LOC100129845"
"1560940_at" "1560940_at" NA
"1560941_a_at" "1560941_a_at" NA
"1560942_at" "1560942_at" "PGD"
"1560943_s_at" "1560943_s_at" "PGD"
"1560944_at" "1560944_at" "FLJ40434"
"1560946_at" "1560946_at" NA
"1560950_at" "1560950_at" "LOC100127950"
"1560952_at" "1560952_at" NA
"1560954_at" "1560954_at" NA
"1560955_at" "1560955_at" NA
"1560957_at" "1560957_at" NA
"1560958_s_at" "1560958_s_at" NA
"1560959_a_at" "1560959_a_at" NA
"1560960_at" "1560960_at" NA
"1560962_at" "1560962_at" NA
"1560963_a_at" "1560963_a_at" NA
"1560964_at" "1560964_at" NA
"1560966_at" "1560966_at" NA
"1560968_at" "1560968_at" NA
"1560971_a_at" "1560971_a_at" NA
"1560973_a_at" "1560973_a_at" NA
"1560974_s_at" "1560974_s_at" "NOS1"
"1560977_a_at" "1560977_a_at" "BCL2L13"
"1560978_at" "1560978_at" NA
"1560979_a_at" "1560979_a_at" NA
"1560980_a_at" "1560980_a_at" NA
"1560981_a_at" "1560981_a_at" "PPARA"
"1560982_at" "1560982_at" NA
"1560986_a_at" "1560986_a_at" NA
"1560987_a_at" "1560987_a_at" NA
"1560988_a_at" "1560988_a_at" NA
"1560989_at" "1560989_at" NA
"1560990_a_at" "1560990_a_at" NA
"1560992_at" "1560992_at" "LOC400590"
"1560994_x_at" "1560994_x_at" "LOC400590"
"1560995_s_at" "1560995_s_at" NA
"1560996_at" "1560996_at" NA
"1560997_at" "1560997_at" NA
"1560998_x_at" "1560998_x_at" NA
"1560999_a_at" "1560999_a_at" NA
"1561000_at" "1561000_at" NA
"1561002_at" "1561002_at" NA
"1561003_at" "1561003_at" NA
"1561004_at" "1561004_at" NA
"1561006_at" "1561006_at" NA
"1561009_at" "1561009_at" "MAOB"
"1561010_a_at" "1561010_a_at" "MAOB"
"1561012_at" "1561012_at" NA
"1561014_at" "1561014_at" NA
"1561015_at" "1561015_at" NA
"1561016_at" "1561016_at" NA
"1561017_at" "1561017_at" NA
"1561018_at" "1561018_at" NA
"1561019_at" "1561019_at" NA
"1561021_at" "1561021_at" NA
"1561025_at" "1561025_at" NA
"1561026_a_at" "1561026_a_at" NA
"1561027_at" "1561027_at" "LOC646241"
"1561029_at" "1561029_at" NA
"1561030_at" "1561030_at" "TMC7"
"1561033_at" "1561033_at" NA
"1561034_at" "1561034_at" NA
"1561035_at" "1561035_at" "LOC100288282"
"1561036_at" "1561036_at" NA
"1561037_a_at" "1561037_a_at" NA
"1561038_at" "1561038_at" "ZNF81"
"1561039_a_at" "1561039_a_at" "ZNF81"
"1561041_at" "1561041_at" "TNRC6C"
"1561042_at" "1561042_at" "ITGB1"
"1561044_at" "1561044_at" NA
"1561045_a_at" "1561045_a_at" NA
"1561048_at" "1561048_at" "RARS2"
"1561050_a_at" "1561050_a_at" NA
"1561052_s_at" "1561052_s_at" NA
"1561053_at" "1561053_at" NA
"1561054_a_at" "1561054_a_at" "CCDC14"
"1561055_at" "1561055_at" NA
"1561056_a_at" "1561056_a_at" NA
"1561058_at" "1561058_at" NA
"1561059_a_at" "1561059_a_at" "LOC152024"
"1561060_at" "1561060_at" NA
"1561061_at" "1561061_at" NA
"1561062_a_at" "1561062_a_at" NA
"1561064_a_at" "1561064_a_at" NA
"1561065_at" "1561065_at" NA
"1561067_at" "1561067_at" NA
"1561069_at" "1561069_at" NA
"1561073_at" "1561073_at" NA
"1561075_at" "1561075_at" NA
"1561076_at" "1561076_at" NA
"1561078_at" "1561078_at" NA
"1561079_at" "1561079_at" "ANKRD28"
"1561080_at" "1561080_at" "TXNRD1"
"1561082_at" "1561082_at" "NID1"
"1561083_at" "1561083_at" NA
"1561084_at" "1561084_at" NA
"1561085_at" "1561085_at" "LOC153910"
"1561086_at" "1561086_at" NA
"1561087_at" "1561087_at" NA
"1561088_at" "1561088_at" "EYA4"
"1561089_at" "1561089_at" NA
"1561090_at" "1561090_at" "LOC400654"
"1561091_at" "1561091_at" NA
"1561092_at" "1561092_at" NA
"1561093_at" "1561093_at" "SLC22A25"
"1561094_a_at" "1561094_a_at" "SLC22A25"
"1561096_at" "1561096_at" "LOC285419"
"1561097_at" "1561097_at" NA
"1561098_at" "1561098_at" "LOC641365"
"1561099_at" "1561099_at" "FLJ32756"
"1561100_at" "1561100_at" NA
"1561101_at" "1561101_at" "LOC153469"
"1561102_at" "1561102_at" NA
"1561103_at" "1561103_at" NA
"1561104_at" "1561104_at" NA
"1561105_at" "1561105_at" NA
"1561106_at" "1561106_at" "C6orf217"
"1561107_at" "1561107_at" NA
"1561110_at" "1561110_at" NA
"1561112_at" "1561112_at" NA
"1561113_at" "1561113_at" NA
"1561114_a_at" "1561114_a_at" "DEPDC4"
"1561116_at" "1561116_at" "ZNF391"
"1561121_at" "1561121_at" NA
"1561122_a_at" "1561122_a_at" "RAD51L1"
"1561123_at" "1561123_at" NA
"1561125_at" "1561125_at" "MTHFD1L"
"1561126_at" "1561126_at" NA
"1561127_at" "1561127_at" "NCRNA00168"
"1561128_at" "1561128_at" NA
"1561129_at" "1561129_at" NA
"1561130_at" "1561130_at" "C12orf51"
"1561132_at" "1561132_at" "DHX35"
"1561133_at" "1561133_at" NA
"1561134_at" "1561134_at" NA
"1561135_at" "1561135_at" NA
"1561136_at" "1561136_at" "GYPE"
"1561137_s_at" "1561137_s_at" "GYPE"
"1561139_at" "1561139_at" NA
"1561140_at" "1561140_at" NA
"1561141_at" "1561141_at" NA
"1561143_at" "1561143_at" NA
"1561144_at" "1561144_at" NA
"1561146_at" "1561146_at" "VPS35"
"1561148_at" "1561148_at" NA
"1561149_at" "1561149_at" NA
"1561151_a_at" "1561151_a_at" NA
"1561152_a_at" "1561152_a_at" NA
"1561153_at" "1561153_at" NA
"1561154_at" "1561154_at" NA
"1561155_at" "1561155_at" NA
"1561156_at" "1561156_at" NA
"1561158_at" "1561158_at" NA
"1561161_at" "1561161_at" NA
"1561164_at" "1561164_at" NA
"1561165_a_at" "1561165_a_at" NA
"1561166_a_at" "1561166_a_at" NA
"1561167_at" "1561167_at" NA
"1561169_at" "1561169_at" "LOC727818"
"1561170_at" "1561170_at" NA
"1561171_a_at" "1561171_a_at" NA
"1561175_at" "1561175_at" "LOC283482"
"1561177_at" "1561177_at" NA
"1561179_s_at" "1561179_s_at" "AMZ1"
"1561180_at" "1561180_at" NA
"1561181_at" "1561181_at" NA
"1561185_at" "1561185_at" "TTTY7"
"1561187_at" "1561187_at" NA
"1561190_at" "1561190_at" "CDKL3"
"1561191_at" "1561191_at" NA
"1561192_at" "1561192_at" NA
"1561194_at" "1561194_at" NA
"1561195_at" "1561195_at" NA
"1561196_at" "1561196_at" NA
"1561197_at" "1561197_at" NA
"1561198_at" "1561198_at" "LOC387790"
"1561199_at" "1561199_at" NA
"1561200_at" "1561200_at" "VWA3B"
"1561202_at" "1561202_at" NA
"1561204_at" "1561204_at" NA
"1561205_at" "1561205_at" NA
"1561206_at" "1561206_at" "KLHL8"
"1561207_at" "1561207_at" NA
"1561208_at" "1561208_at" NA
"1561210_at" "1561210_at" NA
"1561211_at" "1561211_at" NA
"1561212_at" "1561212_at" NA
"1561213_at" "1561213_at" NA
"1561214_at" "1561214_at" NA
"1561215_at" "1561215_at" NA
"1561216_at" "1561216_at" NA
"1561217_at" "1561217_at" NA
"1561218_s_at" "1561218_s_at" "LOC728099"
"1561219_x_at" "1561219_x_at" NA
"1561221_x_at" "1561221_x_at" "LOC728099"
"1561222_at" "1561222_at" "LOC283432"
"1561223_at" "1561223_at" NA
"1561224_at" "1561224_at" NA
"1561225_at" "1561225_at" "LOC338579"
"1561226_at" "1561226_at" NA
"1561228_at" "1561228_at" NA
"1561229_at" "1561229_at" "LOC100287432"
"1561230_at" "1561230_at" NA
"1561232_at" "1561232_at" "LOC100270680"
"1561233_at" "1561233_at" "LOC283387"
"1561234_at" "1561234_at" NA
"1561236_at" "1561236_at" NA
"1561237_at" "1561237_at" NA
"1561238_at" "1561238_at" "PEX2"
"1561239_at" "1561239_at" NA
"1561240_at" "1561240_at" NA
"1561242_at" "1561242_at" NA
"1561243_at" "1561243_at" "TMEM105"
"1561244_at" "1561244_at" NA
"1561245_at" "1561245_at" NA
"1561247_at" "1561247_at" "LOC283682"
"1561249_a_at" "1561249_a_at" NA
"1561250_at" "1561250_at" NA
"1561251_at" "1561251_at" "LOC285577"
"1561252_at" "1561252_at" "LOC648691"
"1561253_at" "1561253_at" NA
"1561254_at" "1561254_at" "tcag7.1188"
"1561255_at" "1561255_at" NA
"1561256_at" "1561256_at" NA
"1561257_at" "1561257_at" "LOC286083"
"1561258_at" "1561258_at" "TMEM151B"
"1561260_at" "1561260_at" NA
"1561261_at" "1561261_at" NA
"1561262_at" "1561262_at" NA
