"probeID" "Entrez"
"450037" "450037" "POLR2J4"
"5820053" "5820053" "C1orf92"
"5570241" "5570241" NA
"6550328" "6550328" "KLHL13"
"7380142" "7380142" "KLHL13"
"4290170" "4290170" "PRKAR2A"
"6940255" "6940255" "PLSCR3"
"1170255" "1170255" "LARGE"
"10768" "10768" "LARGE"
"1090187" "1090187" "NAT11"
"2230730" "2230730" "SRBD1"
"5090687" "5090687" "C7orf44"
"730221" "730221" "PTPLA"
"6220164" "6220164" "CENTG3"
"2940598" "2940598" NA
"4540328" "4540328" "RNF220"
"2350369" "2350369" NA
"2480309" "2480309" "KIAA0492"
"6280484" "6280484" "LRRC14B"
"620288" "620288" "SYT10"
"4390044" "4390044" NA
"2320519" "2320519" "ZNF771"
"2190128" "2190128" "RAB32"
"1340603" "1340603" NA
"6620474" "6620474" "GAMT"
"7150743" "7150743" NA
"2370494" "2370494" "FUBP3"
"2060674" "2060674" "CA2"
"460358" "460358" "CA2"
"6660491" "6660491" "AES"
"2060040" "2060040" "ADORA2B"
"2000706" "2000706" "LOC652044"
"2470010" "2470010" NA
"5890131" "5890131" "PDXK"
"50528" "50528" "FEZF1"
"1940274" "1940274" "IFI27L2"
"3420324" "3420324" NA
"2030348" "2030348" NA
"1030289" "1030289" "SMAD4"
"4010546" "4010546" "PDCD2"
"2940370" "2940370" "BCAP29"
"2120148" "2120148" NA
"7100288" "7100288" "CCT2"
"1500746" "1500746" NA
"6330348" "6330348" "NT5DC3"
"1580201" "1580201" "PAEP"
"3710114" "3710114" "ART1"
"2070053" "2070053" NA
"2760400" "2760400" "WDSOF1"
"3440370" "3440370" NA
"6400204" "6400204" "CBFA2T2"
"4760603" "4760603" NA
"5700750" "5700750" NA
"1030192" "1030192" NA
"4880048" "4880048" NA
"50669" "50669" NA
"4010014" "4010014" NA
"6350424" "6350424" "KCTD2"
"270220" "270220" NA
"6280647" "6280647" NA
"4210593" "4210593" NA
"1850682" "1850682" NA
"5810289" "5810289" "LOC728229"
"7650392" "7650392" NA
"70326" "70326" "LOC649429"
"1690114" "1690114" "U2AF2"
"2570309" "2570309" "ZNF493"
"6550673" "6550673" "SLC25A5"
"940673" "940673" "PACAP"
"60162" "60162" NA
"4670689" "4670689" "HOXD3"
"3130291" "3130291" "C12orf57"
"2320598" "2320598" "NDP"
"2640576" "2640576" "MCFD2"
"6330672" "6330672" "MCFD2"
"1660681" "1660681" "CCDC102A"
"2370661" "2370661" "PBLD"
"5570050" "5570050" "PBLD"
"4210164" "4210164" "PBLD"
"5890326" "5890326" "ADAMTSL1"
"6180209" "6180209" "ADAMTSL1"
"5960274" "5960274" "NCKAP1"
"2100047" "2100047" "FLJ21687"
"580162" "580162" NA
"7040632" "7040632" NA
"2450427" "2450427" "NKG7"
"6200646" "6200646" NA
"6400386" "6400386" "MAP4K2"
"5260121" "5260121" NA
"1340307" "1340307" NA
"6130575" "6130575" "CLDN4"
"5870682" "5870682" NA
"20446" "20446" "CEBPB"
"6400221" "6400221" "UGT2B7"
"1580082" "1580082" "LOC158572"
"5290577" "5290577" "TCEA2"
"3130598" "3130598" "RRP7A"
"2320767" "2320767" "MATN3"
"3940706" "3940706" NA
"2100403" "2100403" "LOC391037"
"1230678" "1230678" NA
"6200131" "6200131" "LOC90342"
"4830356" "4830356" "BGLAP"
"2650167" "2650167" "ALG3"
"1470044" "1470044" "OR52E2"
"2000403" "2000403" NA
"5910746" "5910746" "PRO0628"
"1400681" "1400681" NA
"3460132" "3460132" "PAQR4"
"6620193" "6620193" NA
"380273" "380273" NA
"3360632" "3360632" "LOC653043"
"5820068" "5820068" "EIF2A"
"2640020" "2640020" "LOC642338"
"1660647" "1660647" "GALIG"
"2490162" "2490162" NA
"3170671" "3170671" NA
"2680044" "2680044" "RAB27A"
"5890132" "5890132" "LOC401876"
"70398" "70398" "LOC642178"
"6660132" "6660132" "DCXR"
"1240064" "1240064" "ZNF281"
"730327" "730327" "LHX3"
"6330441" "6330441" "SUV39H2"
"7210300" "7210300" "C10orf104"
"4920113" "4920113" "GRIA4"
"3840674" "3840674" NA
"3420201" "3420201" "FLJ46361"
"940437" "940437" "FLJ46361"
"1070364" "1070364" "LOC644480"
"1440048" "1440048" NA
"1170750" "1170750" "TMEM95"
"4210241" "4210241" "PHF20"
"770075" "770075" NA
"290021" "290021" NA
"4570131" "4570131" "SIRT4"
"1010754" "1010754" "CD22"
"6220110" "6220110" NA
"3060736" "3060736" "RNASEH2C"
"1470725" "1470725" NA
"6220246" "6220246" "LOC647726"
"4900682" "4900682" "PXT1"
"2060474" "2060474" "LOC645520"
"5560541" "5560541" "SKIV2L"
"1240541" "1240541" "RBM4"
"5340528" "5340528" NA
"4850220" "4850220" NA
"5310243" "5310243" NA
"4590653" "4590653" NA
"2490600" "2490600" "GMPR2"
"1940193" "1940193" "KCNK12"
"3710020" "3710020" "EDAR"
"7400386" "7400386" NA
"5390070" "5390070" "LOC731777"
"940739" "940739" NA
"1410278" "1410278" "PF4V1"
"5820288" "5820288" "LOC650154"
"360470" "360470" NA
"4760037" "4760037" "LOC651648"
"3180091" "3180091" "GCNT1"
"7000215" "7000215" "NFKBIL1"
"6660707" "6660707" "PCDH9"
"160427" "160427" "PCDH9"
"4590138" "4590138" "NME2"
"830259" "830259" "GSPT1"
"2030121" "2030121" "LOC732316"
"6060112" "6060112" NA
"4210010" "4210010" "HECW1"
"3310050" "3310050" NA
"70440" "70440" "TP53I11"
"5050564" "5050564" NA
"870524" "870524" "HOXB8"
"2810079" "2810079" NA
"6220494" "6220494" "LINCR"
"3450544" "3450544" "C6orf142"
"6480280" "6480280" "LOC652173"
"5130594" "5130594" "WDR81"
"3120703" "3120703" NA
"630088" "630088" "STK33"
"7560441" "7560441" NA
"6580343" "6580343" "LOC648527"
"770615" "770615" "POU5F1"
"5570307" "5570307" "MYOD1"
"1660670" "1660670" NA
"7510192" "7510192" "LOC650810"
"7200719" "7200719" "INTS3"
"6380086" "6380086" "GORASP1"
"4220463" "4220463" "LGALS7"
"4570615" "4570615" NA
"3520470" "3520470" "LOC143543"
"5700681" "5700681" "LOC143543"
"6660228" "6660228" "DGKZ"
"1230544" "1230544" "UBL3"
"1570543" "1570543" "USP44"
"7380328" "7380328" "USP44"
"2070332" "2070332" "UEVLD"
"4280373" "4280373" "MAG"
"1440196" "1440196" "MAG"
"1030128" "1030128" NA
"6980008" "6980008" NA
"7040338" "7040338" NA
"6110373" "6110373" NA
"2000307" "2000307" "ATG16L2"
"7400722" "7400722" NA
"290220" "290220" NA
"620619" "620619" "TBC1D8"
"6960328" "6960328" NA
"1260408" "1260408" NA
"1230743" "1230743" NA
"4250180" "4250180" NA
"7400220" "7400220" "KIAA1957"
"6200095" "6200095" "FAT4"
"1190338" "1190338" "FAT4"
"2190181" "2190181" NA
"4150653" "4150653" NA
"5550092" "5550092" "ISM1"
"2100280" "2100280" NA
"6400612" "6400612" NA
"1470324" "1470324" "POPDC3"
"4180349" "4180349" NA
"240110" "240110" "RABEP1"
"1170601" "1170601" "GAGE8"
"60431" "60431" NA
"3400075" "3400075" "LOC646580"
"2340097" "2340097" "LOC649327"
"3890672" "3890672" NA
"1940367" "1940367" "LOC649217"
"160630" "160630" "PLOD3"
"7380343" "7380343" "P2RY2"
"4040762" "4040762" "P2RY2"
"4220095" "4220095" NA
"2900609" "2900609" "LOC652828"
"7050762" "7050762" "LOC284577"
"6940121" "6940121" NA
"520274" "520274" NA
"6980553" "6980553" "GALNT9"
"5340136" "5340136" "GALNT9"
"5360056" "5360056" "GALNT9"
"6060168" "6060168" "DNAJC21"
"7200347" "7200347" "DHX40"
"6940408" "6940408" "COBRA1"
"6380044" "6380044" "COBRA1"
"6860113" "6860113" "COBRA1"
"6100369" "6100369" "LOC652821"
"2900598" "2900598" NA
"7100136" "7100136" "HES2"
"3400278" "3400278" "FXYD5"
"1470332" "1470332" "FXYD5"
"6370025" "6370025" "EPN1"
"60619" "60619" "KLRF1"
"4250630" "4250630" "KLRF1"
"2750041" "2750041" "ZNF585B"
"5090091" "5090091" "CNGA3"
"5860176" "5860176" NA
"460594" "460594" NA
"1820372" "1820372" NA
"1300292" "1300292" NA
"380300" "380300" "LOC646361"
"450086" "450086" "KRTAP17-1"
"940189" "940189" NA
"2710332" "2710332" "RP2"
"3060594" "3060594" "CARD14"
"6330438" "6330438" "PLXNB1"
"4200228" "4200228" NA
"3120224" "3120224" "KIAA0888"
"6250592" "6250592" NA
"4050364" "4050364" "CDH7"
"240471" "240471" "SOX1"
"2120678" "2120678" "MLF1IP"
"2710403" "2710403" "KRTAP5-10"
"150008" "150008" "LOC651118"
"4860273" "4860273" "LOC388923"
"2120646" "2120646" "LOC645799"
"3780041" "3780041" "TIAF1"
"6400554" "6400554" "TIAF1"
"3890497" "3890497" "LOC646947"
"430259" "430259" "CTNNBIP1"
"2370072" "2370072" "PRR11"
"6100598" "6100598" "CABP1"
"870131" "870131" "HSPA5"
"620376" "620376" "PPP1R11"
"5390136" "5390136" "NPFFR1"
"2970433" "2970433" NA
"2710397" "2710397" "SUFU"
"6760273" "6760273" "BCOR"
"20286" "20286" "TACSTD1"
"4070575" "4070575" "TACSTD1"
"4050307" "4050307" NA
"10475" "10475" NA
"6480563" "6480563" "SSX1"
"6980170" "6980170" "COPB1"
"4780433" "4780433" "RPL29"
"2450167" "2450167" "RPL29"
"460370" "460370" "CLCN1"
"7510767" "7510767" NA
"3930347" "3930347" NA
"3120577" "3120577" NA
"110446" "110446" NA
"4250347" "4250347" "KIRREL2"
"4060358" "4060358" "ABCA1"
"4280021" "4280021" "RASL10B"
"1580349" "1580349" NA
"2570561" "2570561" "H2AFJ"
"7200730" "7200730" NA
"940524" "940524" NA
"2750647" "2750647" "C20orf27"
"2810286" "2810286" NA
"2140132" "2140132" NA
"1030220" "1030220" "C14orf126"
"1660475" "1660475" NA
"4780242" "4780242" "CER1"
"3310458" "3310458" "KBTBD5"
"2480709" "2480709" "ADCK5"
"5870112" "5870112" NA
"4760148" "4760148" "C10orf25"
"4010482" "4010482" NA
"3890646" "3890646" "LOC553158"
"5910039" "5910039" "NAT6"
"7330711" "7330711" NA
"6760681" "6760681" "LOC650761"
"4780450" "4780450" "ATP5C1"
"6450139" "6450139" "FTHL3"
"6770543" "6770543" "SEC14L5"
"3140372" "3140372" "NPHP1"
"5220110" "5220110" "NPHP1"
"4920195" "4920195" NA
"1780386" "1780386" NA
"70484" "70484" "AKR7A3"
"830452" "830452" "MPP4"
"6980520" "6980520" "LOC651881"
"4590414" "4590414" "LOC442711"
"4880112" "4880112" "LOC648147"
"6420328" "6420328" "LOC260340"
"830608" "830608" "PSMC1"
"3060487" "3060487" "PSMC1"
"6110475" "6110475" "LOC728145"
"6650333" "6650333" "LOC653867"
"610392" "610392" "RBPMS"
"1340482" "1340482" NA
"5340082" "5340082" "LOC653145"
"3990328" "3990328" NA
"20333" "20333" NA
"4850170" "4850170" "CAMK2A"
"5050291" "5050291" NA
"4040114" "4040114" "TEF"
"2690477" "2690477" "LOC648710"
"110670" "110670" "LOC649318"
"2810240" "2810240" NA
"150719" "150719" "DNTTIP2"
"7100133" "7100133" NA
"6420259" "6420259" "LOC642646"
"7150128" "7150128" "SGOL1"
"7150228" "7150228" NA
"6840154" "6840154" "SCGB2A1"
"7570397" "7570397" "ZKSCAN2"
"6280685" "6280685" "PEX11A"
"160221" "160221" NA
"1440661" "1440661" "AGL"
"7000672" "7000672" "AGL"
"840682" "840682" "DAPK3"
"1170441" "1170441" NA
"7210598" "7210598" NA
"5080010" "5080010" "LOC401431"
"1030577" "1030577" "OR10H2"
"6520762" "6520762" NA
"4230356" "4230356" "C17orf56"
"1170626" "1170626" "PPP2R5C"
"2070411" "2070411" "TRPC4"
"6650397" "6650397" "CCDC4"
"4220014" "4220014" "C12orf37"
"610364" "610364" NA
"1110097" "1110097" "LOC646888"
"5810685" "5810685" "THBS1"
"5080019" "5080019" NA
"1580523" "1580523" "ASB17"
"270189" "270189" "ASB17"
"3990592" "3990592" "ABCB8"
"2030474" "2030474" "NBAS"
"990301" "990301" "FOXP2"
"270021" "270021" "MLLT4"
"2490682" "2490682" "ANXA8"
"2750674" "2750674" NA
"4220068" "4220068" "CD70"
"4220672" "4220672" "MT1F"
"7400674" "7400674" "LOC646442"
"3870524" "3870524" "LOC644827"
"4920348" "4920348" NA
"3780333" "3780333" "WDR49"
"1820255" "1820255" "WDR49"
"5820379" "5820379" "ABI2"
"2000100" "2000100" "ABI2"
"670326" "670326" "ABI2"
"2810341" "2810341" "LOC392440"
"2850181" "2850181" "LOC642119"
"990397" "990397" "LOC644981"
"1340474" "1340474" "LOC647710"
"4560600" "4560600" "C3orf57"
"110630" "110630" "C3orf57"
"60576" "60576" "LOC642639"
"1190164" "1190164" "SPTBN4"
"3830601" "3830601" "SLC2A11"
"3450021" "3450021" NA
"7320398" "7320398" NA
"3890414" "3890414" NA
"6590433" "6590433" "C12orf28"
"5220333" "5220333" "C14orf139"
"2600400" "2600400" NA
"1260370" "1260370" "GRIK1"
"6280682" "6280682" "GRIK1"
"6290424" "6290424" NA
"7510037" "7510037" "SMN1"
"2690703" "2690703" "SMN1"
"5340762" "5340762" NA
"770164" "770164" "RPAIN"
"4860044" "4860044" "WDR93"
"5360242" "5360242" "SMTNL2"
"20121" "20121" "C6orf155"
"3390575" "3390575" "SEMA5A"
"6420093" "6420093" "NTAN1"
"3390201" "3390201" "CLEC9A"
"2680341" "2680341" NA
"6270053" "6270053" NA
"4560669" "4560669" NA
"6510706" "6510706" "EPM2A"
"3460520" "3460520" "CCND2"
"6940053" "6940053" "NTNG1"
"4390333" "4390333" "NTNG1"
"1820609" "1820609" "LOC654222"
"2320561" "2320561" NA
"6380154" "6380154" "LASS2"
"5490192" "5490192" NA
"10605" "10605" "ZNF365"
"4180181" "4180181" "GPR87"
"2320224" "2320224" "FBXO38"
"3190255" "3190255" "SDF4"
"3190278" "3190278" "LDB3"
"2260576" "2260576" "COX7B"
"5220026" "5220026" "KRT73"
"2900577" "2900577" "PODNL1"
"1010706" "1010706" NA
"610521" "610521" "TSPYL4"
"630255" "630255" "LOC652578"
"5360537" "5360537" "ARHGAP30"
"7650747" "7650747" "ARHGAP30"
"6400209" "6400209" "ERCC8"
"2940682" "2940682" "PIGG"
"3130279" "3130279" NA
"510102" "510102" "ZMYND11"
"7380273" "7380273" "GPR114"
"1940630" "1940630" NA
"3930161" "3930161" "ERAP1"
"6380189" "6380189" "LOC650162"
"1090735" "1090735" "METTL2B"
"2630196" "2630196" "FBXO11"
"6510753" "6510753" "LOC642210"
"3830128" "3830128" "LRRC36"
"6350068" "6350068" "LOC646740"
"7570349" "7570349" "C4orf50"
"50360" "50360" "C11orf31"
"1450382" "1450382" "LOC440748"
"3830594" "3830594" "LOC440748"
"1500687" "1500687" NA
"6450168" "6450168" NA
"7510092" "7510092" "CREB1"
"7380603" "7380603" "WT1"
"4230358" "4230358" "ALX4"
"1510338" "1510338" NA
"380551" "380551" "SPSB2"
"2000192" "2000192" "GGTLC1"
"60735" "60735" "GGTLC1"
"1190528" "1190528" "MANSC1"
"150041" "150041" "MANSC1"
"6770184" "6770184" "CSH2"
"2070382" "2070382" "CSH2"
"2360445" "2360445" "NHP2L1"
"430471" "430471" "LOC642504"
"4220487" "4220487" "LOC647551"
"3190554" "3190554" "NBPF9"
"1990672" "1990672" "PLA2G4C"
"3400711" "3400711" "LOC645391"
"6220563" "6220563" "VPS11"
"3390152" "3390152" "PRKDC"
"5490445" "5490445" "PRKDC"
"4490730" "4490730" "RTP1"
"6900246" "6900246" NA
"2900300" "2900300" "DDX20"
"2470082" "2470082" NA
"4220022" "4220022" NA
"1300156" "1300156" "ELN"
"6130577" "6130577" "ELN"
"290465" "290465" "FBXW5"
"5720475" "5720475" "LOC729264"
"2650056" "2650056" "LOC729264"
"6580601" "6580601" "BLR1"
"5310468" "5310468" "NRTN"
"6350110" "6350110" NA
"6220689" "6220689" NA
"5810240" "5810240" NA
"6450092" "6450092" "C5AR1"
"4290047" "4290047" NA
"4560382" "4560382" "CDH24"
"6560326" "6560326" "CDH24"
"6840037" "6840037" "LOC647348"
"6940273" "6940273" NA
"290162" "290162" "LOC285176"
"4810603" "4810603" "OR4D6"
"6250564" "6250564" "BCAP29"
"5870753" "5870753" NA
"6620338" "6620338" NA
"6290201" "6290201" NA
"6900014" "6900014" "PHAX"
"4260364" "4260364" "PHAX"
"870201" "870201" NA
"1850242" "1850242" NA
"770168" "770168" "CLPTM1"
"7040487" "7040487" "SCNN1A"
"2000193" "2000193" "CUL2"
"6110681" "6110681" "LOC643145"
"6580184" "6580184" "SERHL"
"7050661" "7050661" "LOC284821"
"4280753" "4280753" NA
"6280273" "6280273" NA
"20291" "20291" NA
"6940088" "6940088" "DGKA"
"3170020" "3170020" "DGKA"
"5890075" "5890075" "LIN7A"
"2370619" "2370619" "LOC646855"
"6770504" "6770504" NA
"5960403" "5960403" NA
"4220561" "4220561" "TCAP"
"360471" "360471" "MAP3K7"
"2690288" "2690288" NA
"5340524" "5340524" "SEL1L2"
"4210402" "4210402" "LOC641365"
"7570546" "7570546" NA
"2350075" "2350075" "LOC729966"
"7210156" "7210156" "PCDHB9"
"1770735" "1770735" "PCDHB9"
"3840008" "3840008" NA
"6840019" "6840019" "LOC390877"
"2810279" "2810279" NA
"6510021" "6510021" NA
"6290066" "6290066" NA
"4890563" "4890563" "TMEM54"
"5360338" "5360338" "SNX22"
"2320674" "2320674" NA
"5360246" "5360246" "NKX2-3"
"5900025" "5900025" "FGF11"
"3130592" "3130592" NA
"540722" "540722" "SLC2A13"
"1240750" "1240750" "SNTB2"
"5340671" "5340671" "LDHAL6B"
"3800400" "3800400" "LDHAL6B"
"2070747" "2070747" "ZNF770"
"2490025" "2490025" NA
"3390239" "3390239" "LOC651158"
"3060333" "3060333" NA
"6280521" "6280521" "LOC648399"
"1510129" "1510129" NA
"4480768" "4480768" "HIVEP3"
"3360403" "3360403" NA
"3360431" "3360431" "ZAK"
"2230564" "2230564" NA
"4070487" "4070487" "DCUN1D2"
"4850202" "4850202" NA
"290228" "290228" NA
"4040328" "4040328" NA
"2630241" "2630241" NA
"3850180" "3850180" "CHCHD7"
"1690524" "1690524" NA
"3190102" "3190102" "DSN1"
"3170725" "3170725" "C2orf79"
"1240050" "1240050" "ING3"
"5570204" "5570204" "ING3"
"1110730" "1110730" "WWTR1"
"830719" "830719" "AGPAT5"
"1990243" "1990243" NA
"620719" "620719" NA
"830725" "830725" "BZW1"
"2450259" "2450259" "MAGEA3"
"1990039" "1990039" "MAGEA3"
"70292" "70292" "HIST1H1A"
"2760164" "2760164" "DNAJB9"
"5860553" "5860553" "DCST2"
"1440519" "1440519" NA
"50647" "50647" "FAM177B"
"4590615" "4590615" "C7orf59"
"150333" "150333" NA
"6660349" "6660349" NA
"830504" "830504" NA
"1070537" "1070537" NA
"780725" "780725" "ADAM8"
"3940064" "3940064" "KLRA1"
"4010504" "4010504" NA
"4920286" "4920286" "C15orf44"
"7000564" "7000564" "LOC652800"
"940026" "940026" NA
"5860524" "5860524" "EFCAB2"
"2570647" "2570647" NA
"5720204" "5720204" "LOC376693"
"830014" "830014" "LOC730196"
"6980324" "6980324" "LOC650538"
"3840561" "3840561" "UTY"
"50681" "50681" "MTHFSD"
"3800608" "3800608" "E2F8"
"1230170" "1230170" "SLC5A2"
"2570347" "2570347" "B3Gn-T6"
"2030523" "2030523" "PTPN11"
"2190592" "2190592" "LOC652905"
"1340360" "1340360" "RCC2"
"1410674" "1410674" NA
"3940722" "3940722" NA
"5960711" "5960711" NA
"3840195" "3840195" "LOC644402"
"2680564" "2680564" "C2orf62"
"5910114" "5910114" NA
"1410634" "1410634" NA
"1340750" "1340750" "SRP68"
"3130674" "3130674" NA
"1190739" "1190739" "ITPRIPL2"
"1980682" "1980682" "SATB2"
"3840020" "3840020" "B3GNT7"
"1050114" "1050114" "CDYL"
"1410504" "1410504" NA
"5080014" "5080014" "CAST"
"1190703" "1190703" "IDO2"
"2680187" "2680187" NA
"5700367" "5700367" NA
"4880300" "4880300" "HARBI1"
"1500386" "1500386" NA
"7050598" "7050598" "C3orf32"
"4260441" "4260441" "CLEC3B"
"1570717" "1570717" NA
"3840307" "3840307" NA
"2260424" "2260424" "CDH10"
"6770110" "6770110" NA
"150044" "150044" "LOC645958"
"2070750" "2070750" "LOC645961"
"50156" "50156" NA
"6020475" "6020475" "ZNF3"
"3060215" "3060215" "ZNF3"
"110452" "110452" NA
"3850753" "3850753" NA
"5720373" "5720373" "ANO9"
"2750711" "2750711" "ANO9"
"3400121" "3400121" "ANO9"
"6620470" "6620470" "OR2T10"
"6020286" "6020286" "FST"
"3170669" "3170669" "REV1"
"2060670" "2060670" "LOC653689"
"6980743" "6980743" NA
"6110553" "6110553" NA
"4200750" "4200750" NA
"4850632" "4850632" "ALG8"
"360577" "360577" "HEATR5B"
"5860300" "5860300" NA
"4180477" "4180477" NA
"3800273" "3800273" "LOC730994"
"5810092" "5810092" "LOC440525"
"6400278" "6400278" NA
"4540292" "4540292" "LOC646903"
"2750148" "2750148" "ZNF333"
"3870300" "3870300" "ZNF333"
"940373" "940373" "SLC41A3"
"1010746" "1010746" "C4orf31"
"6130139" "6130139" NA
"5860112" "5860112" "FGFRL1"
"3710477" "3710477" "LOC649910"
"7610242" "7610242" "CRYGN"
"7210220" "7210220" NA
"5390328" "5390328" "KCNJ15"
"1050215" "1050215" "KCNJ15"
"1340672" "1340672" "LOC644299"
"580575" "580575" "LOC255620"
"6100364" "6100364" "BCL11A"
"650747" "650747" NA
"780762" "780762" "CSNK1D"
"160609" "160609" NA
"1240184" "1240184" "ARHGAP25"
"5130577" "5130577" "SLC37A4"
"4880431" "4880431" "SERTAD3"
"3370474" "3370474" "SERTAD3"
"5560243" "5560243" "LOC554223"
"7380019" "7380019" NA
"4250324" "4250324" "LOC391025"
"4830477" "4830477" "NLGN2"
"7050181" "7050181" NA
"3360341" "3360341" "FLJ41766"
"4860333" "4860333" "NXF2"
"670653" "670653" "NXF2"
"4590349" "4590349" "ACVR2A"
"4210747" "4210747" "LOC646946"
"2350056" "2350056" NA
"3190113" "3190113" "VPS13B"
"5310630" "5310630" "CSNK1G3"
"2480524" "2480524" NA
"7100131" "7100131" "BCS1L"
"6250553" "6250553" "ITFG3"
"510706" "510706" NA
"6380594" "6380594" NA
"4860139" "4860139" NA
"3370438" "3370438" "LOC646628"
"3420520" "3420520" NA
"1010333" "1010333" "MSX1"
"2370164" "2370164" NA
"430246" "430246" NA
"6590441" "6590441" "TRIP12"
"5860324" "5860324" NA
"2570349" "2570349" NA
"2370747" "2370747" "TRIM29"
"780750" "780750" "TRIM29"
"1940487" "1940487" "STAT5A"
"1010347" "1010347" "POLR2I"
"630730" "630730" NA
"6520086" "6520086" "LOC646509"
"540619" "540619" "TSPAN4"
"270068" "270068" "SMOX"
"6580072" "6580072" "SMOX"
"6560707" "6560707" "LOC440389"
"5080719" "5080719" "LOC650841"
"2940020" "2940020" "NSMCE1"
"290762" "290762" "C21orf81"
"1430484" "1430484" "C21orf81"
"6620427" "6620427" "KLK5"
"3170687" "3170687" "KLK5"
"6520017" "6520017" "LOC643980"
"510242" "510242" NA
"7510020" "7510020" "DQX1"
"4560209" "4560209" NA
"1500017" "1500017" NA
"3310731" "3310731" "RLN1"
"1470358" "1470358" "C19orf43"
"2750630" "2750630" "CCS"
"2750678" "2750678" "LOC729021"
"4390347" "4390347" "NBR1"
"6590379" "6590379" "NR2E3"
"6350711" "6350711" "LPP"
"4670086" "4670086" "LOC643903"
"3800500" "3800500" "TRIM55"
"4880113" "4880113" "LOC649639"
"6280482" "6280482" "NIP7"
"4200246" "4200246" "DEFB118"
"3800040" "3800040" NA
"2190692" "2190692" "LOC647306"
"6960300" "6960300" NA
"6960653" "6960653" "SPANXA2"
"4150743" "4150743" "S100Z"
"1430148" "1430148" "LOC653832"
"2350066" "2350066" "HLA-A"
"3400438" "3400438" "HLA-A"
"2350463" "2350463" NA
"1090441" "1090441" "SH2D6"
"4070202" "4070202" NA
"4150753" "4150753" "FKBP14"
"6100411" "6100411" "FKBP14"
"4200600" "4200600" "LOC652715"
"6100220" "6100220" "FOXP1"
"2760224" "2760224" "FOXP1"
"20162" "20162" "FOXP1"
"4200279" "4200279" "LOC439985"
"670100" "670100" "SCNN1G"
"4070020" "4070020" "ARX"
"4260309" "4260309" "MAST4"
"4830598" "4830598" NA
"6770025" "6770025" "FAU"
"6350148" "6350148" "LOC652826"
"6510053" "6510053" "APEX1"
"3840392" "3840392" "UBE2D1"
"150564" "150564" "CALR3"
"6650220" "6650220" "FASTKD5"
"4850538" "4850538" "PAOX"
"4920338" "4920338" NA
"240008" "240008" "ZNF805"
"4050411" "4050411" "CABLES1"
"5340291" "5340291" "KARS"
"4280356" "4280356" NA
"6200132" "6200132" "FZD9"
"5900474" "5900474" "PYGO2"
"510274" "510274" "LOC401010"
"4780437" "4780437" "ANK2"
"5560497" "5560497" "WHSC1L1"
"870689" "870689" "WHSC1L1"
"1400682" "1400682" "EFHA1"
"4570368" "4570368" "CD86"
"4850692" "4850692" "LOC402232"
"4730053" "4730053" NA
"5090364" "5090364" "PPEF2"
"2750682" "2750682" NA
"2230255" "2230255" NA
"2650382" "2650382" "MYH8"
"3370482" "3370482" "CYP2B7P1"
"2000521" "2000521" NA
"4390278" "4390278" "ZNF474"
"1690079" "1690079" "ZNF474"
"6110424" "6110424" NA
"730414" "730414" "APOE"
"4640367" "4640367" "SFI1"
"1260113" "1260113" "SFI1"
"2710414" "2710414" NA
"7560064" "7560064" "LOC391033"
"3990703" "3990703" "IL10"
"6180093" "6180093" "IL10"
"1070270" "1070270" "SLC26A9"
"2190711" "2190711" "SLC26A9"
"1450592" "1450592" NA
"2140433" "2140433" NA
"6060224" "6060224" NA
"3420040" "3420040" "PKP3"
"430136" "430136" NA
"6180600" "6180600" "NLRP7"
"5670129" "5670129" "NLRP7"
"270647" "270647" NA
"7050053" "7050053" "CFC1B"
"5550689" "5550689" "LOC652543"
"1400491" "1400491" "TOB2"
"4120669" "4120669" "LOC402117"
"4120438" "4120438" "RABGGTA"
"6380138" "6380138" "WASL"
"2570209" "2570209" "UGT2B4"
"2570722" "2570722" "UGT2B4"
"6940187" "6940187" "CCDC87"
"6840468" "6840468" "HAL"
"6960274" "6960274" "HAL"
"580037" "580037" "INO80E"
"5890725" "5890725" "LOC650823"
"2030193" "2030193" "LOC727855"
"6280632" "6280632" "RPL36A"
"460136" "460136" NA
"4070292" "4070292" "MAS1"
"5910349" "5910349" "SPC24"
"870041" "870041" "SNAPIN"
"4780093" "4780093" "OSGEPL1"
"3450180" "3450180" "OAS1"
"6480608" "6480608" NA
"1300020" "1300020" "GABRB2"
"4200138" "4200138" NA
"2360497" "2360497" NA
"270376" "270376" "GBAS"
"4010239" "4010239" NA
"4760091" "4760091" NA
"1980373" "1980373" NA
"4900040" "4900040" "C21orf128"
"20113" "20113" "STATH"
"6290500" "6290500" "UPK3B"
"6510121" "6510121" "UPK3B"
"7560286" "7560286" "UPK3B"
"6660341" "6660341" "ALDH1L1"
"4050520" "4050520" NA
"1500484" "1500484" "LOC284274"
"5310743" "5310743" "LOC642776"
"4070240" "4070240" "UNKL"
"2450537" "2450537" NA
"5890044" "5890044" NA
"4250292" "4250292" "BRMS1L"
"3140039" "3140039" "BRMS1L"
"5690682" "5690682" NA
"4040767" "4040767" "MYOHD1"
"1580519" "1580519" "SCLY"
"2490546" "2490546" NA
"5860465" "5860465" "USP9Y"
"1940093" "1940093" "DLEU7"
"3130477" "3130477" "C7orf28A"
"2320553" "2320553" "ACOT7"
"1690064" "1690064" NA
"1030148" "1030148" "LOC645732"
"4120736" "4120736" NA
