"Ensembl" "Entrez"
"1439659" "ENSG00000255384" "RP11-770J1.4"
"1439662" "ENSG00000118058" "KMT2A"
"1439914" "ENSG00000255435" "RP11-770J1.3"
"1439936" "ENSG00000172425" "TTC36"
"1439974" "ENSG00000149582" "TMEM25"
"1440315" "ENSG00000118096" "IFT46"
"1440510" "ENSG00000243431" "RPL5P30"
"1440513" "ENSG00000095139" "ARCN1"
"1440615" "ENSG00000207185" "RNU6-1157P"
"1440618" "ENSG00000019144" "PHLDB1"
"1441098" "ENSG00000255176" "AP002954.3"
"1441102" "ENSG00000118094" "TREH"
"1441217" "ENSG00000255239" "TREHP1"
"1441223" "ENSG00000207462" "RNU6-376P"
"1441226" "ENSG00000255422" "AP002954.4"
"1441231" "ENSG00000110367" "DDX6"
"1441365" "ENSG00000278376" "RP11-158I9.8"
"1441368" "ENSG00000254478" "RP11-158I9.1"
"1441371" "ENSG00000254621" "SETP16"
"1441374" "ENSG00000201535" "Y_RNA"
"1441377" "ENSG00000160683" "CXCR5"
"1441387" "ENSG00000245869" "RP11-158I9.5"
"1441391" "ENSG00000186174" "BCL9L"
"1441454" "ENSG00000264211" "MIR4492"
"1441457" "ENSG00000110375" "UPK2"
"1441480" "ENSG00000239726" "RN7SL688P"
"1441483" "ENSG00000222529" "Y_RNA"
"1441486" "ENSG00000176302" "FOXR1"
"1441530" "ENSG00000280502" "Metazoa_SRP"
"1441533" "ENSG00000283691" "Y_RNA"
"1441536" "ENSG00000255121" "RP11-110I1.12"
"1441543" "ENSG00000186166" "CCDC84"
"1441662" "ENSG00000240970" "RPL23AP64"
"1441665" "ENSG00000254428" "RP11-110I1.11"
"1441669" "ENSG00000254909" "RP11-110I1.5"
"1441672" "ENSG00000118181" "RPS25"
"1441728" "ENSG00000196655" "TRAPPC4"
"1441867" "ENSG00000137700" "SLC37A4"
"1442070" "ENSG00000255114" "RP11-110I1.6"
"1442074" "ENSG00000149428" "HYOU1"
"1442570" "ENSG00000271751" "RP11-110I1.14"
"1442573" "ENSG00000272186" "RP11-110I1.13"
"1442576" "ENSG00000160695" "VPS11"
"1442721" "ENSG00000256269" "HMBS"
"1443185" "ENSG00000188486" "H2AFX"
"1443202" "ENSG00000172269" "DPAGT1"
"1443359" "ENSG00000172375" "C2CD2L"
"1443454" "ENSG00000172273" "HINFP"
"1443572" "ENSG00000172350" "ABCG4"
"1443702" "ENSG00000160703" "NLRX1"
"1443894" "ENSG00000172367" "PDZD3"
"1444073" "ENSG00000248712" "CCDC153"
"1444122" "ENSG00000110395" "CBL"
"1444282" "ENSG00000222249" "RNU6-262P"
"1444285" "ENSG00000076706" "MCAM"
"1444430" "ENSG00000252119" "ACA64"
"1444433" "ENSG00000173456" "RNF26"
"1444441" "ENSG00000245385" "RP11-334E6.10"
"1444445" "ENSG00000223953" "C1QTNF5"
"1444478" "ENSG00000235718" "MFRP"
"1444574" "ENSG00000036672" "USP2"
"1444692" "ENSG00000254740" "RP11-334E6.3"
"1444699" "ENSG00000245248" "USP2-AS1"
"1444729" "ENSG00000254590" "RP11-334E6.2"
"1444732" "ENSG00000254892" "RP11-334E6.4"
"1444735" "ENSG00000154096" "THY1"
"1444824" "ENSG00000263873" "RP11-334E6.12"
"1444828" "ENSG00000255377" "DUXAP5"
"1444831" "ENSG00000230716" "KRT8P7"
"1444834" "ENSG00000254561" "RP11-196E1.3"
"1444843" "ENSG00000110400" "NECTIN1"
"1444910" "ENSG00000199217" "RNU6-1123P"
"1444913" "ENSG00000255247" "CTD-2523D13.1"
"1444918" "ENSG00000254854" "CTD-2523D13.2"
"1444924" "ENSG00000254406" "RP11-215D10.1"
"1444927" "ENSG00000254863" "RP11-831A10.2"
"1444939" "ENSG00000255216" "RP11-831A10.1"
"1444943" "ENSG00000137699" "TRIM29"
"1445153" "ENSG00000176984" "AP000679.2"
"1445160" "ENSG00000184232" "OAF"
"1445190" "ENSG00000137709" "POU2F3"
"1445307" "ENSG00000259541" "RP11-778O17.4"
"1445321" "ENSG00000181264" "TMEM136"
"1445363" "ENSG00000196914" "ARHGEF12"
"1445711" "ENSG00000274303" "7SK"
"1445714" "ENSG00000149403" "GRIK4"
"1445844" "ENSG00000255006" "TCEB1P22"
"1445847" "ENSG00000250493" "RP11-640N11.2"
"1445851" "ENSG00000254735" "HMGB1P42"
"1445854" "ENSG00000154114" "TBCEL"
"1446010" "ENSG00000109927" "TECTA"
"1446116" "ENSG00000254515" "RP11-775A1.2"
"1446119" "ENSG00000244400" "RPS4XP12"
"1446122" "ENSG00000109929" "SC5D"
"1446202" "ENSG00000232460" "BMPR1APS2"
"1446205" "ENSG00000271022" "RP11-142I2.1"
"1446208" "ENSG00000246790" "RP11-730K11.1"
"1446215" "ENSG00000137642" "SORL1"
"1446579" "ENSG00000252556" "RNU6-256P"
"1446582" "ENSG00000255248" "MIR100HG"
"1446684" "ENSG00000207971" "MIR125B1"
"1446687" "ENSG00000259571" "BLID"
"1446695" "ENSG00000198975" "MIRLET7A2"
"1446698" "ENSG00000207994" "MIR100"
"1446701" "ENSG00000255015" "RP11-716H6.1"
"1446705" "ENSG00000255219" "RP11-716H6.2"
"1446710" "ENSG00000252776" "RNU4ATAC10P"
"1446713" "ENSG00000253035" "RNU4ATAC5P"
"1446716" "ENSG00000223265" "RNU6-592P"
"1446719" "ENSG00000254572" "GLULP3"
"1446722" "ENSG00000254935" "RP11-266E8.2"
"1446725" "ENSG00000154127" "UBASH3B"
"1446790" "ENSG00000239079" "snoU13"
"1446793" "ENSG00000109943" "CRTAM"
"1446839" "ENSG00000109944" "C11orf63"
"1446900" "ENSG00000199709" "RNU4-23P"
"1446903" "ENSG00000254944" "ATP5F1P5"
"1446906" "ENSG00000188909" "BSX"
"1446918" "ENSG00000213184" "RP11-335F8.2"
"1446921" "ENSG00000243669" "RPL34P23"
"1446924" "ENSG00000244641" "RPS26P43"
"1446928" "ENSG00000233541" "RPL31P47"
"1446931" "ENSG00000109971" "HSPA8"
"1447220" "ENSG00000200879" "SNORD14E"
"1447223" "ENSG00000207118" "SNORD14D"
"1447226" "ENSG00000202252" "SNORD14C"
"1447229" "ENSG00000166250" "CLMP"
"1447265" "ENSG00000255342" "RP11-762B21.5"
"1447268" "ENSG00000254710" "CTD-2216M2.1"
"1447275" "ENSG00000200496" "U8"
"1447278" "ENSG00000254823" "RP11-109E10.1"
"1447286" "ENSG00000254407" "PHBP17"
"1447289" "ENSG00000023171" "GRAMD1B"
"1447741" "ENSG00000265357" "MIR4493"
"1447744" "ENSG00000254449" "SF3A3P2"
"1447747" "ENSG00000166257" "SCN3B"
"1447827" "ENSG00000254467" "RP11-634B22.4"
"1447831" "ENSG00000166261" "ZNF202"
"1447944" "ENSG00000221931" "OR6X1"
"1447952" "ENSG00000200197" "RNU1-21P"
"1447955" "ENSG00000196099" "OR6M1"
"1447963" "ENSG00000254613" "OR6M2P"
"1447966" "ENSG00000254430" "OR6M3P"
"1447969" "ENSG00000204300" "TMEM225"
"1447994" "ENSG00000181518" "OR8D4"
"1448002" "ENSG00000171014" "OR4D5"
"1448010" "ENSG00000181499" "OR6T1"
"1448018" "ENSG00000196248" "OR10S1"
"1448026" "ENSG00000198674" "OR10G6"
"1448032" "ENSG00000226461" "OR10G5P"
"1448035" "ENSG00000254737" "OR10G4"
"1448041" "ENSG00000236981" "OR10G9"
"1448047" "ENSG00000234560" "OR10G8"
"1448055" "ENSG00000182634" "OR10G7"
"1448062" "ENSG00000213182" "OR10D5P"
"1448065" "ENSG00000186268" "OR10D4P"
"1448068" "ENSG00000213181" "OR10N1P"
"1448071" "ENSG00000110002" "VWA5A"
"1448236" "ENSG00000196403" "OR10D1P"
"1448239" "ENSG00000197309" "OR10D3"
"1448247" "ENSG00000239426" "OR8F1P"
"1448250" "ENSG00000255425" "OR8G3P"
"1448253" "ENSG00000181214" "OR8G2P"
"1448256" "ENSG00000276316" "OR8G7P"
"1448260" "ENSG00000197849" "OR8G1"
"1448266" "ENSG00000255298" "OR8G5"
"1448272" "ENSG00000255116" "SLC5A4P1"
"1448275" "ENSG00000196341" "OR8D1"
"1448283" "ENSG00000279116" "OR8D2"
"1448291" "ENSG00000254976" "OR8B7P"
"1448294" "ENSG00000255225" "OR8B6P"
"1448297" "ENSG00000255030" "OR8B5P"
"1448300" "ENSG00000227737" "OR8B1P"
"1448303" "ENSG00000229254" "OR8C1P"
"1448306" "ENSG00000204293" "OR8B2"
"1448314" "ENSG00000196661" "OR8B3"
"1448322" "ENSG00000255048" "OR8X1P"
"1448325" "ENSG00000280090" "OR8B4"
"1448333" "ENSG00000197125" "OR8B8"
"1448341" "ENSG00000255510" "OR8A2P"
"1448344" "ENSG00000229386" "OR8B9P"
"1448347" "ENSG00000254646" "OR8B10P"
"1448350" "ENSG00000255315" "OR8A3P"
"1448353" "ENSG00000254937" "RP11-728D14.6"
"1448356" "ENSG00000170953" "OR8B12"
"1448364" "ENSG00000196119" "OR8A1"
"1448372" "ENSG00000255341" "OR8Q1P"
"1448375" "ENSG00000154143" "PANX3"
"1448389" "ENSG00000154144" "TBRG1"
"1448512" "ENSG00000110013" "SIAE"
"1448607" "ENSG00000200278" "RNA5SP352"
"1448610" "ENSG00000064199" "SPA17"
"1448649" "ENSG00000154146" "NRGN"
"1448676" "ENSG00000255045" "RP11-677M14.2"
"1448681" "ENSG00000019102" "VSIG2"
"1448718" "ENSG00000149564" "ESAM"
"1448790" "ENSG00000250073" "RP11-677M14.3"
"1448797" "ENSG00000120458" "MSANTD2"
"1448866" "ENSG00000279342" "AP000866.1"
"1448874" "ENSG00000254509" "RP11-677M14.6"
"1448877" "ENSG00000245498" "RP11-677M14.7"
"1448888" "ENSG00000254941" "RP11-677M14.5"
"1448891" "ENSG00000154134" "ROBO3"
"1449157" "ENSG00000254568" "RP11-664I21.5"
"1449161" "ENSG00000154133" "ROBO4"
"1449289" "ENSG00000254943" "RP11-664I21.6"
"1449293" "ENSG00000165478" "HEPACAM"
"1449319" "ENSG00000221932" "HEPN1"
"1449327" "ENSG00000149548" "CCDC15"
"1449410" "ENSG00000134955" "SLC37A2"
"1449546" "ENSG00000150433" "TMEM218"
"1449757" "ENSG00000187686" "KRT18P59"
"1449763" "ENSG00000255475" "RP11-687M24.4"
"1449767" "ENSG00000254880" "PKNOX2-AS1"
"1449772" "ENSG00000165495" "PKNOX2"
"1449939" "ENSG00000259290" "RP11-687M24.7"
"1449947" "ENSG00000254932" "RP11-687M24.8"
"1449951" "ENSG00000222844" "RNU6-321P"
"1449954" "ENSG00000149557" "FEZ1"
"1450063" "ENSG00000255537" "AP000708.1"
"1450067" "ENSG00000149547" "EI24"
"1450339" "ENSG00000254671" "STT3A-AS1"
"1450344" "ENSG00000222297" "RNU6-1156P"
"1450347" "ENSG00000134910" "STT3A"
"1450569" "ENSG00000149554" "CHEK1"
"1450931" "ENSG00000252255" "RNU2-35P"
"1450934" "ENSG00000134940" "ACRV1"
"1450991" "ENSG00000171053" "PATE1"
"1451023" "ENSG00000196844" "PATE2"
"1451048" "ENSG00000236027" "PATE3"
"1451060" "ENSG00000237353" "PATE4"
"1451084" "ENSG00000260209" "RP11-680F20.10"
"1451090" "ENSG00000198331" "HYLS1"
"1451126" "ENSG00000110060" "PUS3"
"1451180" "ENSG00000255027" "RP11-680F20.9"
"1451189" "ENSG00000109832" "DDX25"
"1451353" "ENSG00000254790" "RP11-680F20.4"
"1451356" "ENSG00000064309" "CDON"
"1451546" "ENSG00000254759" "NAP1L1P1"
"1451549" "ENSG00000261257" "RP11-673E11.2"
"1451552" "ENSG00000254833" "RP11-50B3.2"
"1451556" "ENSG00000254771" "RP11-50B3.1"
"1451559" "ENSG00000165526" "RPUSD4"
"1451641" "ENSG00000254694" "RP11-50B3.4"
"1451645" "ENSG00000197798" "FAM118B"
"1451790" "ENSG00000222067" "RNU4-86P"
"1451793" "ENSG00000240098" "RN7SL351P"
"1451796" "ENSG00000182934" "SRPRA"
"1451882" "ENSG00000110074" "FOXRED1"
"1452069" "ENSG00000243607" "RPL35AP26"
"1452072" "ENSG00000150455" "TIRAP"
"1452160" "ENSG00000254905" "RP11-712L6.7"
"1452164" "ENSG00000255062" "RP11-712L6.5"
"1452171" "ENSG00000110063" "DCPS"
"1452197" "ENSG00000280832" "ST3GAL4-AS1"
"1452205" "ENSG00000110080" "ST3GAL4"
"1452598" "ENSG00000278215" "RP11-712L6.8"
"1452601" "ENSG00000149571" "KIRREL3"
"1452739" "ENSG00000257271" "KIRREL3-AS1"
"1452743" "ENSG00000254607" "RP11-115C10.1"
"1452750" "ENSG00000254938" "RP11-688I9.4"
"1452754" "ENSG00000279358" "RP11-688I9.5"
"1452757" "ENSG00000254960" "KIRREL3-AS2"
"1452766" "ENSG00000266215" "MIR3167"
"1452769" "ENSG00000255317" "RP11-688I9.2"
"1452773" "ENSG00000218109" "KIRREL3-AS3"
"1452781" "ENSG00000255546" "RP11-168K9.1"
"1452786" "ENSG00000255087" "RP11-168K9.2"
"1452791" "ENSG00000272981" "CTD-2234N14.2"
"1452796" "ENSG00000272642" "CTD-2234N14.1"
"1452803" "ENSG00000273409" "RP11-480C22.1"
"1452812" "ENSG00000222774" "RN7SKP121"
"1452815" "ENSG00000223315" "RN7SKP279"
"1452818" "ENSG00000254591" "RP11-822P1.1"
"1452821" "ENSG00000254612" "RP11-676M6.1"
"1452824" "ENSG00000273415" "RP11-702B10.2"
"1452828" "ENSG00000272575" "RP11-702B10.1"
"1452838" "ENSG00000134954" "ETS1"
"1452957" "ENSG00000276176" "MIR6090"
"1452960" "ENSG00000254588" "RP11-1007G5.2"
"1452966" "ENSG00000270160" "RP11-264E20.2"
"1452969" "ENSG00000255465" "RP11-264E20.1"
"1452974" "ENSG00000245008" "RP11-744N12.3"
"1452983" "ENSG00000151702" "FLI1"
"1453138" "ENSG00000254703" "SENCR"
"1453143" "ENSG00000151704" "KCNJ1"
"1453210" "ENSG00000255369" "RP11-740D6.3"
"1453213" "ENSG00000120457" "KCNJ5"
"1453246" "ENSG00000174370" "C11orf45"
"1453276" "ENSG00000120471" "TP53AIP1"
"1453346" "ENSG00000134909" "ARHGAP32"
"1453540" "ENSG00000212597" "RNU6-876P"
"1453543" "ENSG00000206847" "Y_RNA"
"1453546" "ENSG00000199260" "RNU6-874P"
"1453549" "ENSG00000255259" "ZNF123P"
"1453552" "ENSG00000043039" "BARX2"
"1453568" "ENSG00000240121" "RPS27P20"
"1453571" "ENSG00000281386" "RP11-237N19.3"
"1453575" "ENSG00000281097" "LINC01395"
"1453581" "ENSG00000255188" "RP11-507F16.1"
"1453584" "ENSG00000151715" "TMEM45B"
"1453633" "ENSG00000170322" "NFRKB"
"1453944" "ENSG00000170325" "PRDM10"
"1454264" "ENSG00000233220" "LINC00167"
"1454267" "ENSG00000255057" "RP11-567M21.3"
"1454270" "ENSG00000255262" "TCEB2P2"
"1454273" "ENSG00000255535" "RP11-679I18.4"
"1454276" "ENSG00000084234" "APLP2"
"1454617" "ENSG00000244451" "RPL34P21"
"1454620" "ENSG00000274197" "U4"
"1454623" "ENSG00000149418" "ST14"
"1454687" "ENSG00000196323" "ZBTB44"
"1454851" "ENSG00000255358" "RP11-567O18.1"
"1454855" "ENSG00000255220" "DDX18P5"
"1454858" "ENSG00000272412" "RN7SL778P"
"1454861" "ENSG00000175773" "RP11-121M22.1"
"1454883" "ENSG00000134917" "ADAMTS8"
"1454912" "ENSG00000166106" "ADAMTS15"
"1454933" "ENSG00000255155" "RP11-535N6.2"
"1454936" "ENSG00000236616" "BAK1P2"
"1454939" "ENSG00000274999" "MIR8052"
"1454942" "ENSG00000175728" "C11orf44"
"1454947" "ENSG00000255352" "PPP1R10P1"
"1454950" "ENSG00000254842" "RP11-890B15.2"
"1454964" "ENSG00000255455" "RP11-890B15.3"
"1454967" "ENSG00000120451" "SNX19"
"1455144" "ENSG00000242673" "RN7SL167P"
"1455147" "ENSG00000236129" "AP002856.4"
"1455151" "ENSG00000227125" "AP002856.6"
"1455155" "ENSG00000237612" "AP002856.7"
"1455159" "ENSG00000231698" "AP002856.5"
"1455166" "ENSG00000182667" "NTM"
"1455383" "ENSG00000252351" "RNU6ATAC12P"
"1455386" "ENSG00000237654" "AP003025.2"
"1455404" "ENSG00000236082" "RP11-217L21.1"
"1455408" "ENSG00000224795" "NTM-AS1"
"1455412" "ENSG00000271624" "RP11-651K21.1"
"1455415" "ENSG00000238117" "AP004372.1"
"1455419" "ENSG00000224700" "RP11-697E14.2"
"1455423" "ENSG00000238262" "NTM-IT"
"1455427" "ENSG00000279090" "RP11-684N3.1"
"1455430" "ENSG00000183715" "OPCML"
"1455548" "ENSG00000283489" "U6"
"1455551" "ENSG00000279497" "RP11-654C20.1"
"1455554" "ENSG00000255371" "OPCML-IT2"
"1455558" "ENSG00000279711" "AP004782.1"
"1455561" "ENSG00000279189" "RP11-861E23.2"
"1455564" "ENSG00000254896" "OPCML-IT1"
"1455568" "ENSG00000255258" "RP11-448P19.1"
"1455573" "ENSG00000166118" "SPATA19"
"1455612" "ENSG00000213153" "RP11-259P6.3"
"1455615" "ENSG00000280237" "MIR4697HG"
"1455620" "ENSG00000080854" "IGSF9B"
"1455746" "ENSG00000255406" "RP11-713P17.5"
"1455750" "ENSG00000204241" "RP11-713P17.3"
"1455775" "ENSG00000254648" "RP11-713P17.4"
"1455779" "ENSG00000166086" "JAM3"
"1455872" "ENSG00000254481" "PTP4A2P2"
"1455875" "ENSG00000151503" "NCAPD3"
"1456193" "ENSG00000254616" "RP11-700F16.2"
"1456196" "ENSG00000255348" "RP11-700F16.3"
"1456200" "ENSG00000151502" "VPS26B"
"1456268" "ENSG00000151500" "THYN1"
"1456371" "ENSG00000151498" "ACAD8"
"1456545" "ENSG00000166105" "GLB1L3"
"1456678" "ENSG00000254442" "AP000859.4"
"1456681" "ENSG00000149328" "GLB1L2"
"1456806" "ENSG00000109956" "B3GAT1"
"1456869" "ENSG00000255545" "RP11-627G23.1"
"1456890" "ENSG00000254573" "AP004550.1"
"1456895" "ENSG00000254989" "RP11-469N6.3"
"1456899" "ENSG00000255344" "RP11-469N6.2"
"1456903" "ENSG00000251226" "RP11-469N6.1"
"1456907" "ENSG00000255327" "RP11-555G19.1"
"1456911" "ENSG00000279046" "RP11-555G19.2"
"1456914" "ENSG00000255512" "AP005135.2"
"1456919" "ENSG00000260370" "RP11-631M21.1"
"1456926" "ENSG00000237297" "FAM166AP7"
"1456934" "ENSG00000261456" "TUBB8"
"1457013" "ENSG00000232420" "IL9RP2"
"1457022" "ENSG00000015171" "ZMYND11"
"1457481" "ENSG00000276662" "RP11-631M21.7"
"1457485" "ENSG00000212331" "RNA5SP297"
"1457488" "ENSG00000151240" "DIP2C"
"1457754" "ENSG00000201861" "RNA5SP298"
"1457757" "ENSG00000239822" "RN7SL754P"
"1457760" "ENSG00000233021" "RP11-490E15.2"
"1457764" "ENSG00000225140" "RP11-809C18.3"
"1457768" "ENSG00000263511" "MIR5699"
"1457771" "ENSG00000180525" "PRR26"
"1457797" "ENSG00000231601" "RP11-164C1.2"
"1457801" "ENSG00000107929" "LARP4B"
"1457980" "ENSG00000229869" "RP11-363N22.2"
"1457985" "ENSG00000205740" "RP11-363N22.3"
"1457991" "ENSG00000107937" "GTPBP4"
"1458064" "ENSG00000148377" "IDI2"
"1458080" "ENSG00000232656" "IDI2-AS1"
"1458107" "ENSG00000067064" "IDI1"
"1458152" "ENSG00000047056" "WDR37"
"1458291" "ENSG00000229205" "LINC00200"
"1458299" "ENSG00000185736" "ADARB2"
"1458364" "ENSG00000282390" "RP11-29A19.2"
"1458367" "ENSG00000233052" "RP11-398B16.2"
"1458371" "ENSG00000205696" "ADARB2-AS1"
"1458379" "ENSG00000234962" "LINC00700"
"1458391" "ENSG00000226694" "RP11-69C17.2"
"1458395" "ENSG00000278069" "MIR6072"
"1458398" "ENSG00000252998" "RNU6-889P"
"1458401" "ENSG00000227912" "RP11-69C17.3"
"1458405" "ENSG00000231326" "RP11-69C17.4"
"1458415" "ENSG00000212156" "RNU6-576P"
"1458418" "ENSG00000234556" "LINC00701"
"1458423" "ENSG00000234170" "RP11-446F3.2"
"1458433" "ENSG00000237500" "RP11-526P5.1"
"1458437" "ENSG00000235281" "RP11-526P5.2"
"1458444" "ENSG00000231743" "RP11-89K18.1"
"1458447" "ENSG00000234182" "RP11-118K6.2"
"1458452" "ENSG00000273001" "RP11-118K6.3"
"1458455" "ENSG00000067057" "PFKP"
"1458672" "ENSG00000278419" "RP11-298E9.7"
"1458678" "ENSG00000107959" "PITRM1"
"1458955" "ENSG00000237399" "PITRM1-AS1"
"1458971" "ENSG00000236968" "RP11-298E9.5"
"1458976" "ENSG00000226762" "RP11-298E9.6"
"1458982" "ENSG00000227338" "RP11-195B3.1"
"1458986" "ENSG00000233321" "RP11-482E14.1"
"1458993" "ENSG00000236892" "RP11-482E14.2"
"1459000" "ENSG00000229672" "RP11-184A2.3"
"1459008" "ENSG00000228353" "RP11-184A2.2"
"1459012" "ENSG00000067082" "KLF6"
"1459061" "ENSG00000230573" "RP11-464C19.2"
"1459065" "ENSG00000226005" "RP11-464C19.3"
"1459069" "ENSG00000274809" "MIR6078"
"1459072" "ENSG00000227101" "RP11-433J20.2"
"1459076" "ENSG00000236990" "RP11-433J20.1"
"1459082" "ENSG00000233117" "LINC00702"
"1459093" "ENSG00000224382" "LINC00703"
"1459100" "ENSG00000230096" "RP11-34C15.2"
"1459106" "ENSG00000207124" "RNU6-163P"
"1459109" "ENSG00000231298" "LINC00704"
"1459125" "ENSG00000225269" "LINC00705"
"1459130" "ENSG00000165568" "AKR1E2"
"1459328" "ENSG00000151631" "AKR1C6P"
"1459339" "ENSG00000238840" "U8"
"1459342" "ENSG00000187134" "AKR1C1"
"1459410" "ENSG00000151632" "AKR1C2"
"1459516" "ENSG00000224251" "RP11-499O7.7"
"1459525" "ENSG00000239148" "U8"
"1459528" "ENSG00000196139" "AKR1C3"
"1459645" "ENSG00000237831" "RP11-499O7.4"
"1459649" "ENSG00000239142" "U8"
"1459652" "ENSG00000225418" "AKR1C5P"
"1459659" "ENSG00000264006" "AKR1C8P"
"1459679" "ENSG00000198610" "AKR1C4"
"1459733" "ENSG00000228291" "ARL4AP3"
"1459736" "ENSG00000231039" "RP11-445P17.3"
"1459740" "ENSG00000224034" "RP11-445P17.8"
"1459744" "ENSG00000215267" "AKR1C7P"
"1459761" "ENSG00000223987" "RPL26P28"
"1459764" "ENSG00000280450" "XXyac-YR21CG7.1"
"1459767" "ENSG00000178473" "UCN3"
"1459777" "ENSG00000178462" "TUBAL3"
"1459804" "ENSG00000173848" "NET1"
"1459882" "ENSG00000178372" "CALML5"
"1459890" "ENSG00000205488" "CALML3-AS1"
"1459903" "ENSG00000178363" "CALML3"
"1459911" "ENSG00000256462" "RP11-116G8.5"
"1459915" "ENSG00000242147" "RP13-463N16.6"
"1459919" "ENSG00000231483" "RP11-336A10.5"
"1459926" "ENSG00000228951" "RP11-336A10.4"
"1459931" "ENSG00000228685" "RP11-336A10.7"
"1459934" "ENSG00000240577" "RN7SL445P"
"1459937" "ENSG00000196372" "ASB13"
"1459987" "ENSG00000108021" "FAM208B"
"1460093" "ENSG00000226647" "RP11-336A10.2"
"1460100" "ENSG00000057608" "GDI2"
"1460243" "ENSG00000270427" "NRBF2P5"
"1460246" "ENSG00000272764" "RP11-318E3.9"
"1460250" "ENSG00000134461" "ANKRD16"
"1460313" "ENSG00000240180" "RPL12P28"
"1460317" "ENSG00000134452" "FBXO18"
"1460524" "ENSG00000232807" "RP11-536K7.3"
"1460534" "ENSG00000134470" "IL15RA"
"1460859" "ENSG00000134460" "IL2RA"
"1460928" "ENSG00000251922" "SNORA14"
"1460931" "ENSG00000229664" "RP11-536K7.5"
"1460936" "ENSG00000214015" "RPL32P23"
"1460939" "ENSG00000134453" "RBM17"
"1461081" "ENSG00000170525" "PFKFB3"
"1461569" "ENSG00000201581" "RN7SKP78"
"1461572" "ENSG00000263628" "MIR3155A"
"1461575" "ENSG00000283634" "MIR3155B"
"1461578" "ENSG00000213994" "RP11-414H17.5"
"1461582" "ENSG00000238366" "Y_RNA"
"1461585" "ENSG00000215244" "RP11-563J2.2"
"1461594" "ENSG00000226705" "SDCBPP1"
"1461600" "ENSG00000212743" "RP11-563J2.3"
"1461603" "ENSG00000065675" "PRKCQ"
"1461761" "ENSG00000237943" "PRKCQ-AS1"
"1461864" "ENSG00000225948" "RP11-554I8.1"
"1461870" "ENSG00000223784" "LINP1"
"1461874" "ENSG00000281186" "LINC00706"
"1461878" "ENSG00000238266" "LINC00707"
"1461885" "ENSG00000234248" "RP11-799O21.2"
"1461890" "ENSG00000223581" "RP11-393K12.2"
"1461894" "ENSG00000270811" "RP11-393K12.4"
"1461897" "ENSG00000198879" "SFMBT2"
"1462022" "ENSG00000235141" "COX6CP17"
"1462025" "ENSG00000278982" "RP5-1031D4.3"
"1462028" "ENSG00000232591" "RP5-1031D4.2"
"1462034" "ENSG00000207453" "RNU6-535P"
"1462037" "ENSG00000230121" "RP11-385N23.1"
"1462042" "ENSG00000123243" "ITIH5"
"1462176" "ENSG00000151655" "ITIH2"
"1462303" "ENSG00000151657" "KIN"
"1462370" "ENSG00000165629" "ATP5C1"
"1462465" "ENSG00000165632" "TAF3"
"1462485" "ENSG00000233990" "RP11-401E9.3"
"1462488" "ENSG00000197308" "GATA3-AS1"
"1462506" "ENSG00000232638" "RP11-379F12.4"
"1462511" "ENSG00000107485" "GATA3"
"1462553" "ENSG00000225053" "PRPF38AP1"
"1462556" "ENSG00000232170" "LINC00708"
"1462566" "ENSG00000226861" "RP5-1119O21.2"
"1462570" "ENSG00000226990" "RP11-543F8.2"
"1462576" "ENSG00000271251" "RP11-543F8.3"
"1462579" "ENSG00000213771" "KRT8P37"
"1462582" "ENSG00000236420" "CHCHD3P1"
"1462585" "ENSG00000212505" "RNA5SP299"
"1462588" "ENSG00000270234" "RP11-575N15.1"
"1462591" "ENSG00000234752" "RP11-428L9.1"
"1462597" "ENSG00000223808" "RP11-428L9.2"
"1462601" "ENSG00000230014" "LINC00709"
"1462605" "ENSG00000235838" "HSP90AB7P"
"1462608" "ENSG00000228636" "RP5-1051H14.2"
"1462612" "ENSG00000224788" "RP5-933E2.1"
"1462618" "ENSG00000229919" "TCEB1P3"
"1462621" "ENSG00000200849" "Y_RNA"
"1462624" "ENSG00000272436" "CUX2P1"
"1462627" "ENSG00000234306" "RP11-271F18.1"
"1462631" "ENSG00000279575" "RP11-271F18.3"
"1462634" "ENSG00000270111" "RP11-271F18.4"
"1462644" "ENSG00000228997" "RP1-186E20.1"
"1462647" "ENSG00000225383" "SFTA1P"
"1462671" "ENSG00000048740" "CELF2"
"1463202" "ENSG00000229240" "LINC00710"
"1463312" "ENSG00000231496" "RP1-251M9.2"
"1463317" "ENSG00000228027" "RP1-251M9.3"
"1463321" "ENSG00000229206" "RP11-397O4.1"
"1463325" "ENSG00000237986" "CELF2-AS2"
"1463345" "ENSG00000230322" "RP3-323N1.2"
"1463349" "ENSG00000181800" "CELF2-AS1"
"1463353" "ENSG00000280086" "RP11-544P1.3"
"1463356" "ENSG00000148429" "USP6NL"
"1463474" "ENSG00000271360" "RP11-138I18.1"
"1463477" "ENSG00000271046" "RP11-138I18.2"
"1463480" "ENSG00000134463" "ECHDC3"
"1463529" "ENSG00000148426" "PROSER2"
"1463579" "ENSG00000225778" "PROSER2-AS1"
"1463592" "ENSG00000151461" "UPF2"
"1463741" "ENSG00000251957" "RNU6-1095P"
"1463744" "ENSG00000181192" "DHTKD1"
"1463827" "ENSG00000272507" "RNU6-88P"
"1463830" "ENSG00000065665" "SEC61A2"
"1464099" "ENSG00000265653" "MIR548AK"
